d1,d2,type
DB00907,DB00737,48
DB09241,DB00691,59
DB09477,DB00688,48
DB01228,DB01264,72
DB00975,DB00187,53
DB00586,DB01104,46
DB00555,DB00747,48
DB01156,DB01264,72
DB00547,DB00976,72
DB00246,DB00413,31
DB06684,DB01211,72
DB00808,DB00883,48
DB00988,DB00215,46
DB01203,DB00482,36
DB00737,DB04841,48
DB00475,DB00458,46
DB09124,DB00266,69
DB00423,DB00215,48
DB00594,DB00328,36
DB00680,DB00215,48
DB11828,DB01118,46
DB09053,DB00199,72
DB00328,DB09215,48
DB00898,DB00475,15
DB06148,DB01018,69
DB01211,DB00976,19
DB01578,DB09288,71
DB09242,DB06292,48
DB00179,DB00547,48
DB01126,DB00199,46
DB00996,DB00906,48
DB01118,DB00976,46
DB01614,DB00395,48
DB00387,DB00967,48
DB01156,DB01211,46
DB00877,DB00555,48
DB00996,DB00543,48
DB00404,DB00691,72
DB00458,DB00528,48
DB09068,DB00907,72
DB00014,DB00691,19
DB01614,DB00747,48
DB01156,DB05219,46
DB00479,DB00179,71
DB01167,DB01026,46
DB01041,DB00721,15
DB00691,DB03585,48
DB00810,DB00462,48
DB11586,DB00495,74
DB01587,DB00575,48
DB09280,DB04898,74
DB09241,DB00457,59
DB09561,DB13142,66
DB00699,DB01206,48
DB11268,DB00482,5
DB01563,DB01175,48
DB00455,DB01104,46
DB00495,DB00951,46
DB04898,DB08814,5
DB00571,DB00184,48
DB00714,DB01041,48
DB00186,DB00543,48
DB00246,DB01563,48
DB00475,DB01081,48
DB01189,DB00755,48
DB00611,DB00996,48
DB00586,DB01234,48
DB00401,DB00975,48
DB01587,DB00413,31
DB01126,DB08933,72
DB00571,DB00594,48
DB09270,DB00255,72
DB00699,DB00458,46
DB11641,DB00976,72
DB00246,DB01209,48
DB00187,DB01288,13
DB01081,DB01018,48
DB00645,DB00906,48
DB00604,DB00544,46
DB00482,DB01118,46
DB01041,DB01357,80
DB01041,DB00215,46
DB00680,DB01087,72
DB00924,DB01156,46
DB00185,DB09291,46
DB00266,DB00458,5
DB00611,DB00575,48
DB00933,DB01175,48
DB01081,DB00455,48
DB00988,DB01156,72
DB00956,DB00455,15
DB00604,DB01685,46
DB06148,DB00458,46
DB01018,DB00215,46
DB00292,DB01104,48
DB00312,DB00325,59
DB01303,DB00215,46
DB00458,DB01261,72
DB00896,DB01122,48
DB00434,DB01018,48
DB00586,DB05219,46
DB00186,DB00246,48
DB00755,DB00199,46
DB00960,DB01104,46
DB00898,DB04842,15
DB01197,DB09038,48
DB09053,DB06209,48
DB06176,DB09120,46
DB06154,DB09288,5
DB01159,DB08820,72
DB00924,DB00215,48
DB06292,DB00907,46
DB00575,DB00169,46
DB09270,DB09038,7
DB00187,DB01203,48
DB00266,DB09288,5
DB01006,DB01167,46
DB00755,DB01118,46
DB09280,DB01393,3
DB00528,DB01321,46
DB00996,DB00292,48
DB00762,DB01026,72
DB09288,DB01384,48
DB01614,DB00543,48
DB00266,DB06595,46
DB00988,DB05219,46
DB00975,DB09038,48
DB00479,DB00586,71
DB00458,DB00691,72
DB06209,DB08887,5
DB00387,DB00747,48
DB01183,DB00976,46
DB00845,DB01118,46
DB00539,DB00743,19
DB00559,DB01058,74
DB00325,DB01203,48
DB00694,DB01026,46
DB09389,DB00199,46
DB01041,DB00423,15
DB00877,DB00528,48
DB00288,DB01167,72
DB00266,DB00279,5
DB01159,DB01209,48
DB00496,DB00611,48
DB00899,DB00747,48
DB00975,DB00571,53
DB00312,DB00657,59
DB01041,DB00571,48
DB00883,DB08941,48
DB00899,DB01614,48
DB08922,DB00907,46
DB01418,DB00458,5
DB00495,DB01211,62
DB00404,DB01614,48
DB00829,DB05219,46
DB01085,DB00199,46
DB00482,DB07615,48
DB06209,DB00169,46
DB06148,DB01156,46
DB00312,DB01129,3
DB01175,DB00496,46
DB00334,DB00645,48
DB00555,DB01321,46
DB01234,DB01010,48
DB00292,DB01563,48
DB00384,DB09120,46
DB01132,DB00169,46
DB01026,DB01264,72
DB01175,DB08820,72
DB08994,DB08887,5
DB00186,DB00575,48
DB01228,DB00951,46
DB00186,DB00996,48
DB01087,DB00215,46
DB00556,DB00808,19
DB00611,DB01189,48
DB01203,DB03585,36
DB00737,DB01104,48
DB09280,DB00571,74
DB00413,DB01203,48
DB00956,DB00645,15
DB01384,DB00976,46
DB00335,DB00457,29
DB01156,DB00246,46
DB01118,DB00325,48
DB09053,DB07615,48
DB00996,DB09068,48
DB00877,DB08820,72
DB01429,DB06595,46
DB00559,DB00266,3
DB12001,DB00199,46
DB01189,DB00657,48
DB00938,DB00976,72
DB00657,DB00975,48
DB01418,DB09288,5
DB00266,DB08994,5
DB01189,DB00575,48
DB00199,DB00871,19
DB00680,DB01175,48
DB00292,DB01209,48
DB00528,DB00413,48
DB00556,DB00871,19
DB00328,DB00482,48
DB03754,DB01026,74
DB00743,DB01189,19
DB06154,DB00266,5
DB00899,DB00335,48
DB01136,DB01211,46
DB01203,DB00870,36
DB12278,DB00956,48
DB09280,DB00975,74
DB00179,DB00253,48
DB00603,DB08933,72
DB01189,DB00691,48
DB00559,DB00458,74
DB00688,DB00288,48
DB00266,DB09389,11
DB01189,DB01018,48
DB11574,DB00199,46
DB01587,DB00199,46
DB11828,DB08933,72
DB00404,DB01167,72
DB00896,DB01118,72
DB00956,DB00458,15
DB01177,DB00458,46
DB00924,DB06595,46
DB00212,DB01048,74
DB04841,DB00413,31
DB09053,DB00401,72
DB01118,DB01026,46
DB00694,DB01211,46
DB01357,DB00544,46
DB00312,DB01418,3
DB00559,DB00845,74
DB07615,DB09211,52
DB01418,DB00870,5
DB01086,DB00967,48
DB00877,DB00246,46
DB00457,DB08957,4
DB01104,DB01118,46
DB00455,DB09238,46
DB01418,DB00498,5
DB09270,DB00358,72
DB09211,DB00498,48
DB00808,DB01132,69
DB06402,DB00543,19
DB00186,DB00967,48
DB06148,DB00368,69
DB00699,DB01384,48
DB01206,DB09238,46
DB00724,DB00199,46
DB01264,DB00657,48
DB00924,DB09291,46
DB01118,DB00594,48
DB01081,DB08922,48
DB11268,DB01357,11
DB01336,DB09093,20
DB00309,DB01321,72
DB00325,DB09038,48
DB00312,DB09053,74
DB09280,DB00575,74
DB00288,DB01400,48
DB09231,DB00199,46
DB00555,DB01211,46
DB00401,DB06826,59
DB00575,DB00808,48
DB01118,DB00927,19
DB00933,DB00907,46
DB00334,DB00737,48
DB00559,DB01018,74
DB09053,DB04898,48
DB00413,DB00571,48
DB00691,DB01136,48
DB01159,DB00967,48
DB00571,DB03585,36
DB00907,DB00747,48
DB09270,DB01393,47
DB04898,DB00498,5
DB01161,DB00555,48
DB01041,DB08941,48
DB00896,DB01400,48
DB01189,DB01068,48
DB09038,DB01175,8
DB01206,DB01012,46
DB00384,DB00691,48
DB00956,DB01068,15
DB09235,DB09238,59
DB00184,DB01129,46
DB00312,DB00575,3
DB00457,DB07615,59
DB00184,DB01026,46
DB00184,DB08820,72
DB09211,DB01418,48
DB00401,DB00571,48
DB08887,DB07615,52
DB01429,DB01012,46
DB00755,DB04574,69
DB01209,DB00458,48
DB09262,DB00976,72
DB00907,DB01587,48
DB00755,DB00384,48
DB00215,DB00611,63
DB00335,DB06826,59
DB00312,DB01085,3
DB01086,DB00455,48
DB00559,DB00309,74
DB01118,DB00187,53
DB01211,DB00951,46
DB09280,DB00547,74
DB00186,DB08922,48
DB00335,DB01291,13
DB01154,DB09477,59
DB01104,DB05219,46
DB01081,DB00555,48
DB00336,DB01012,46
DB00559,DB11613,74
DB00325,DB00657,48
DB03585,DB00253,48
DB00401,DB01211,46
DB09078,DB00714,19
DB00458,DB01612,48
DB00657,DB09238,59
DB00635,DB01132,69
DB00688,DB00976,46
DB06684,DB01264,72
DB00829,DB00455,48
DB00334,DB08922,48
DB00014,DB01261,69
DB01184,DB01087,19
DB00169,DB01118,46
DB00956,DB08820,72
DB00694,DB00688,71
DB01189,DB01136,48
DB00907,DB00246,46
DB01086,DB01154,48
DB09280,DB00559,74
DB00186,DB00312,48
DB01587,DB08922,48
DB01159,DB00808,48
DB00870,DB00808,69
DB00547,DB01400,48
DB00721,DB00737,48
DB00611,DB00455,48
DB01234,DB01122,48
DB00335,DB09238,59
DB00336,DB09291,46
DB00808,DB01211,46
DB00960,DB00688,36
DB01197,DB01104,46
DB00215,DB01081,63
DB01184,DB01189,19
DB00559,DB00246,72
DB00475,DB01118,46
DB01159,DB01018,48
DB00571,DB00960,48
DB00924,DB01068,48
DB08827,DB00246,72
DB00933,DB04841,48
DB00586,DB00870,48
DB06684,DB00246,72
DB01041,DB00611,15
DB01228,DB01026,46
DB00186,DB00835,48
DB00475,DB01175,48
DB00186,DB01563,48
DB00743,DB04953,19
DB00956,DB01563,15
DB06155,DB01118,46
DB09280,DB00401,3
DB00266,DB00713,5
DB00543,DB00924,48
DB00404,DB01197,72
DB01197,DB09215,48
DB00721,DB01161,48
DB01418,DB00179,5
DB04841,DB09270,48
DB00475,DB00996,48
DB09280,DB00927,74
DB06148,DB08933,72
DB00215,DB01209,63
DB01041,DB00544,46
DB00475,DB04841,48
DB00457,DB00528,59
DB01122,DB01136,53
DB00762,DB09291,72
DB00496,DB01156,46
DB00883,DB01197,48
DB00714,DB00543,36
DB00266,DB01321,72
DB06176,DB08820,72
DB01129,DB00215,46
DB01018,DB08820,72
DB00898,DB00404,15
DB00312,DB00611,48
DB09078,DB00927,19
DB08958,DB07615,48
DB00539,DB00927,19
DB00387,DB00209,48
DB01203,DB08932,59
DB00401,DB01197,48
DB00246,DB01104,19
DB00963,DB01380,48
DB00956,DB00898,15
DB00335,DB00179,36
DB00559,DB00255,74
DB01161,DB01587,48
DB01418,DB00482,5
DB00938,DB01211,46
DB01264,DB01181,10
DB01159,DB00594,48
DB01380,DB00358,48
DB01118,DB01181,10
DB00976,DB08933,72
DB09288,DB00443,48
DB00544,DB01129,46
DB00938,DB01167,46
DB00482,DB00657,48
DB01708,DB08820,72
DB01264,DB08933,72
DB09280,DB09389,74
DB11586,DB01211,69
DB00611,DB00808,48
DB08903,DB00743,19
DB00555,DB00334,31
DB01189,DB01614,48
DB08827,DB01026,72
DB01090,DB09238,59
DB09270,DB01026,72
DB00475,DB01209,48
DB06781,DB01264,72
DB00312,DB00571,3
DB00829,DB01264,46
DB00933,DB01087,72
DB09093,DB00485,69
DB00694,DB00246,46
DB00680,DB01209,59
DB00956,DB00186,15
DB01085,DB08933,72
DB09477,DB00975,48
DB06701,DB01026,46
DB00701,DB01012,46
DB00559,DB00496,74
DB09280,DB00643,3
DB01614,DB00906,48
DB00755,DB01104,46
DB00014,DB01104,19
DB01614,DB03754,66
DB00967,DB00413,31
DB00643,DB01211,46
DB01206,DB01118,46
DB06595,DB01167,46
DB00996,DB00395,48
DB00266,DB00688,5
DB00924,DB00747,48
DB01154,DB08922,48
DB00528,DB00199,46
DB01087,DB00714,19
DB09477,DB00963,48
DB01041,DB00555,15
DB06701,DB00169,46
DB09280,DB00255,74
DB00479,DB00870,71
DB00657,DB09281,72
DB00933,DB01068,48
DB00575,DB00883,48
DB00907,DB00555,48
DB00482,DB06595,46
DB00434,DB00575,48
DB00482,DB00544,46
DB00877,DB00691,48
DB00495,DB00184,46
DB00368,DB01136,24
DB01189,DB01159,48
DB00810,DB00657,48
DB00255,DB01586,69
DB06292,DB00951,46
DB09038,DB01104,8
DB01081,DB01563,48
DB00187,DB00457,29
DB01393,DB01026,46
DB01563,DB01567,48
DB00645,DB00721,48
DB01578,DB00179,71
DB06154,DB00975,5
DB01228,DB01156,46
DB01203,DB00963,36
DB00924,DB08820,72
DB03754,DB01380,2
DB09215,DB00443,48
DB09280,DB11915,3
DB01234,DB01118,46
DB00482,DB06781,48
DB00246,DB00899,48
DB00956,DB00829,15
DB08903,DB00014,19
DB00594,DB06292,48
DB00449,DB00335,24
DB00571,DB09291,46
DB13142,DB09231,69
DB01209,DB04841,48
DB00907,DB04842,48
DB11613,DB00246,46
DB00325,DB01197,48
DB00335,DB07615,36
DB04842,DB00458,48
DB00312,DB01026,3
DB00680,DB00543,48
DB00688,DB04574,48
DB01614,DB09068,48
DB00309,DB01264,72
DB00645,DB04841,48
DB01234,DB01400,48
DB00829,DB00543,48
DB00292,DB00571,24
DB11613,DB09280,72
DB09053,DB09238,72
DB09241,DB00325,59
DB00747,DB00967,48
DB01122,DB00810,69
DB00835,DB01012,46
DB00209,DB00611,48
DB00215,DB00691,19
DB00368,DB00543,36
DB00165,DB00312,3
DB01357,DB01685,46
DB00657,DB00694,20
DB01041,DB00907,15
DB00217,DB09238,59
DB01587,DB00555,48
DB01161,DB04953,48
DB06292,DB09241,8
DB00870,DB06595,46
DB01177,DB00544,46
DB00312,DB09389,3
DB00482,DB00870,48
DB11268,DB00266,5
DB07615,DB06826,69
DB01041,DB00292,15
DB08971,DB01122,48
DB00292,DB04841,48
DB00924,DB01563,48
DB09291,DB08820,72
DB01154,DB07615,3
DB01380,DB00136,69
DB00701,DB08820,72
DB03585,DB01234,48
DB06292,DB09038,48
DB09124,DB06154,69
DB01118,DB00384,48
DB00604,DB09120,46
DB00209,DB00898,15
DB01081,DB09015,48
DB06701,DB01012,46
DB00701,DB00246,46
DB01018,DB06595,46
DB00575,DB06595,46
DB00404,DB00976,72
DB00899,DB01159,48
DB01118,DB01189,19
DB09068,DB01264,72
DB01563,DB00543,48
DB00368,DB00871,48
DB00482,DB01175,52
DB01087,DB08820,72
DB00482,DB00199,46
DB00312,DB00187,59
DB09038,DB09241,8
DB00620,DB00976,46
DB09241,DB01136,59
DB01041,DB01685,46
DB00933,DB06684,48
DB00691,DB00586,48
DB00495,DB00246,46
DB00829,DB00555,48
DB00266,DB00924,5
DB00937,DB00737,75
DB08932,DB00976,72
DB00714,DB01612,48
DB09242,DB00755,48
DB00404,DB01189,48
DB00336,DB01156,46
DB03754,DB00996,74
DB00426,DB01118,46
DB01184,DB00938,19
DB00498,DB09215,5
DB00657,DB01177,20
DB00899,DB00292,48
DB00424,DB00611,48
DB01587,DB00976,46
DB00829,DB01068,48
DB01228,DB00907,46
DB01018,DB00413,31
DB00413,DB01197,48
DB00458,DB00906,48
DB01189,DB09242,48
DB09241,DB06148,48
DB08922,DB01129,46
DB00387,DB00956,48
DB00246,DB00927,19
DB00498,DB00485,11
DB03754,DB00635,2
DB00933,DB06595,46
DB00575,DB01118,46
DB01380,DB01167,46
DB09280,DB00528,3
DB00839,DB09038,8
DB00877,DB07615,48
DB01418,DB01211,46
DB00762,DB01211,72
DB01418,DB09215,5
DB01708,DB00358,48
DB00309,DB01026,72
DB09270,DB00907,72
DB03585,DB01384,48
DB00449,DB00571,24
DB00724,DB09120,46
DB01418,DB01026,72
DB00325,DB00575,48
DB00395,DB00413,31
DB00717,DB04898,69
DB09280,DB01587,74
DB04574,DB01167,46
DB01563,DB00555,48
DB00455,DB00976,46
DB00877,DB01132,69
DB01184,DB00691,19
DB00807,DB01161,48
DB00482,DB00169,46
DB00384,DB00482,36
DB01132,DB01118,46
DB00956,DB01154,15
DB00312,DB01104,3
DB00586,DB01129,46
DB00184,DB08933,72
DB00336,DB01104,46
DB09068,DB09291,46
DB00899,DB01567,48
DB01068,DB01167,46
DB00387,DB01090,48
DB01041,DB01026,46
DB06820,DB00996,48
DB06148,DB00292,69
DB00737,DB00906,48
DB01081,DB01161,48
DB01132,DB01264,46
DB00434,DB00555,48
DB09068,DB00455,48
DB00691,DB01612,48
DB09270,DB01211,72
DB00571,DB00963,36
DB00643,DB08820,72
DB04898,DB00179,5
DB04842,DB01018,48
DB06148,DB06595,46
DB00312,DB00906,3
DB01209,DB00543,48
DB01261,DB01197,48
DB00701,DB01357,74
DB01384,DB00808,82
DB00325,DB00594,48
DB00209,DB00956,48
DB00457,DB00594,48
DB01086,DB04841,48
DB00604,DB01175,32
DB01161,DB00455,48
DB01175,DB01264,72
DB00883,DB00975,48
DB01154,DB06595,46
DB08994,DB00975,5
DB00334,DB00611,48
DB09281,DB01167,74
DB00246,DB01154,48
DB00896,DB00951,74
DB09078,DB00014,19
DB01090,DB06148,1
DB00586,DB00199,46
DB09053,DB09291,46
DB00496,DB09291,46
DB00251,DB09270,48
DB01384,DB01118,46
DB09288,DB09211,69
DB00449,DB00924,36
DB00185,DB00199,46
DB00334,DB00951,46
DB00423,DB01104,48
DB09280,DB01159,74
DB00556,DB00927,19
DB00835,DB01211,46
DB01181,DB00169,46
DB01018,DB00246,46
DB00312,DB00136,3
DB00896,DB01211,72
DB00604,DB09238,46
DB00699,DB00877,48
DB01058,DB09120,46
DB01234,DB00136,69
DB00401,DB01321,46
DB00358,DB01567,69
DB01189,DB09068,48
DB06148,DB08820,72
DB00559,DB01587,74
DB00559,DB01159,74
DB11575,DB01167,46
DB01068,DB01104,48
DB00559,DB01105,74
DB09270,DB00528,72
DB00963,DB09215,48
DB01129,DB00951,46
DB01006,DB00246,46
DB00808,DB01612,48
DB06820,DB09270,48
DB00691,DB08941,48
DB00401,DB01136,48
DB00717,DB00246,46
DB06148,DB09120,46
DB00475,DB01012,46
DB00475,DB00482,46
DB00312,DB00747,48
DB01228,DB01012,46
DB00810,DB00209,48
DB00368,DB00458,36
DB01211,DB01087,19
DB00185,DB00458,46
DB00604,DB00951,46
DB01161,DB08922,48
DB01209,DB01587,48
DB09078,DB09291,72
DB00496,DB01209,48
DB00877,DB01118,46
DB01234,DB01264,46
DB00967,DB06148,1
DB00404,DB01175,48
DB07615,DB00808,69
DB00325,DB09242,59
DB00714,DB00755,48
DB00368,DB01156,72
DB09280,DB00976,3
DB09281,DB08971,2
DB00620,DB00136,69
DB06292,DB01175,8
DB09280,DB01068,3
DB00246,DB00555,48
DB00996,DB00721,48
DB00539,DB00938,19
DB01081,DB01086,48
DB00215,DB01118,46
DB00924,DB00279,81
DB00721,DB01159,48
DB01159,DB01685,46
DB00996,DB00455,48
DB06701,DB01118,46
DB06813,DB00586,72
DB04898,DB00975,5
DB09270,DB00246,72
DB09242,DB01197,59
DB00906,DB01018,48
DB01081,DB04953,48
DB00014,DB00808,19
DB00883,DB01136,48
DB01104,DB00907,46
DB00688,DB01160,69
DB00443,DB01261,69
DB00334,DB01159,48
DB01081,DB01154,48
DB00312,DB01264,3
DB04930,DB00976,46
DB00559,DB12267,74
DB13142,DB00279,69
DB01159,DB01567,48
DB04842,DB00575,48
DB00187,DB06292,48
DB00938,DB00199,72
DB00325,DB01018,48
DB01041,DB00960,48
DB01012,DB01211,46
DB01418,DB00543,5
DB00724,DB01026,46
DB01606,DB00694,74
DB00807,DB01587,48
DB00559,DB01197,59
DB00829,DB00996,48
DB06292,DB01685,46
DB00266,DB01175,5
DB00937,DB09241,70
DB00292,DB00413,31
DB01175,DB00743,19
DB00559,DB00956,74
DB06684,DB00951,46
DB00266,DB00539,5
DB08814,DB08887,5
DB00362,DB00401,48
DB00457,DB09235,59
DB00937,DB08806,75
DB09270,DB00701,72
DB03754,DB00547,2
DB00571,DB00328,36
DB00328,DB09288,48
DB00458,DB00543,48
DB01203,DB09215,36
DB00543,DB01156,46
DB01159,DB00169,46
DB11915,DB01012,46
DB01197,DB01118,46
DB04898,DB06595,46
DB01614,DB01104,48
DB03754,DB00424,74
DB00312,DB00401,74
DB00571,DB06595,46
DB11268,DB00498,5
DB00743,DB00938,19
DB00404,DB01154,48
DB09068,DB05219,46
DB04574,DB00246,46
DB00967,DB01175,48
DB00404,DB00458,48
DB01087,DB01118,46
DB00665,DB09120,46
DB00575,DB00737,48
DB01081,DB04841,48
DB01175,DB00556,19
DB00292,DB04953,48
DB00657,DB09235,59
DB00368,DB00571,24
DB00334,DB01161,48
DB00937,DB04842,60
DB00312,DB01357,69
DB13142,DB09235,69
DB01418,DB08814,5
DB06292,DB08820,72
DB09270,DB00455,72
DB01136,DB00328,36
DB00335,DB00960,48
DB00907,DB00395,48
DB01006,DB01211,46
DB01184,DB01264,72
DB00543,DB01288,48
DB01197,DB00215,46
DB01058,DB00215,46
DB01086,DB01068,48
DB00924,DB11699,63
DB00611,DB00645,48
DB00996,DB00215,48
DB04841,DB01104,46
DB00975,DB00960,53
DB00334,DB01563,48
DB00457,DB09291,72
DB00988,DB00458,46
DB00312,DB04842,48
DB00187,DB07615,36
DB00384,DB00883,48
DB00714,DB09242,48
DB00309,DB00199,72
DB06176,DB08933,72
DB00312,DB12001,74
DB01018,DB09120,46
DB00933,DB00482,46
DB00455,DB01175,48
DB01211,DB01026,46
DB11828,DB00976,46
DB09053,DB00635,72
DB09270,DB08933,72
DB00680,DB01136,59
DB00896,DB00358,48
DB00899,DB01086,48
DB00956,DB00312,15
DB01167,DB07615,48
DB06820,DB00528,48
DB00434,DB09241,1
DB00539,DB01189,19
DB01197,DB01156,46
DB00575,DB00691,48
DB00404,DB00555,48
DB00424,DB01090,48
DB00340,DB00899,48
DB00462,DB00899,48
DB01118,DB09120,46
DB00808,DB00462,72
DB00988,DB00482,46
DB00217,DB00457,59
DB01159,DB00384,48
DB01041,DB00543,15
DB00328,DB00951,46
DB00898,DB08933,72
DB00543,DB00737,48
DB09281,DB01384,2
DB01209,DB00747,48
DB01041,DB09038,48
DB00559,DB00635,74
DB00334,DB00899,48
DB00179,DB03585,48
DB09053,DB11994,72
DB09053,DB01587,72
DB01104,DB00951,46
DB01136,DB09235,59
DB00927,DB09120,46
DB09280,DB01203,74
DB01261,DB00246,46
DB00604,DB08903,19
DB00575,DB08932,59
DB00498,DB01414,5
DB08922,DB01685,46
DB09211,DB11268,48
DB00458,DB00555,48
DB01087,DB01167,46
DB00657,DB09038,48
DB01122,DB00335,53
DB04841,DB01211,46
DB06148,DB00996,69
DB00528,DB00976,72
DB08903,DB00334,19
DB00747,DB04841,48
DB00688,DB07615,48
DB00336,DB01026,46
DB00586,DB00808,69
DB00586,DB00547,48
DB00645,DB00747,48
DB01154,DB00808,29
DB08922,DB01132,46
DB01132,DB00976,46
DB06155,DB08933,72
DB00539,DB00014,19
DB00312,DB06176,74
DB04930,DB01104,46
DB01211,DB12001,48
DB00334,DB01167,74
DB00571,DB01136,29
DB00404,DB08922,48
DB01018,DB01211,72
DB01393,DB08933,72
DB00401,DB00691,48
DB01154,DB00594,59
DB00325,DB00960,48
DB01136,DB08957,4
DB04841,DB00544,46
DB00482,DB01160,69
DB01418,DB00215,46
DB00401,DB00594,48
DB01118,DB00457,48
DB01167,DB04841,48
DB00907,DB00199,46
DB00839,DB01175,8
DB00996,DB00325,59
DB00475,DB00434,48
DB11619,DB00266,69
DB01183,DB08820,72
DB00217,DB06826,59
DB00575,DB00187,24
DB00870,DB01026,46
DB01126,DB01264,72
DB00187,DB09038,48
DB01129,DB00199,46
DB06154,DB00775,5
DB00829,DB06595,46
DB08932,DB00246,46
DB00611,DB04953,48
DB01018,DB00924,36
DB08903,DB00871,19
DB00186,DB00907,48
DB00384,DB09038,48
DB00714,DB08941,48
DB00559,DB00495,74
DB00424,DB00340,48
DB01085,DB00184,46
DB09241,DB09068,48
DB00455,DB00737,48
DB00898,DB00543,15
DB00199,DB00543,19
DB00413,DB06292,48
DB00835,DB00906,48
DB01104,DB09120,46
DB11915,DB08820,72
DB01159,DB00555,48
DB01189,DB00907,48
DB00643,DB01118,46
DB01234,DB00976,46
DB00898,DB00937,48
DB08934,DB01118,53
DB00184,DB09238,46
DB00963,DB00288,48
DB01400,DB00387,69
DB01156,DB09120,46
DB00179,DB00328,48
DB08971,DB00136,69
DB01418,DB01104,46
DB00586,DB00179,48
DB00401,DB00976,46
DB09078,DB00808,19
DB00413,DB00960,48
DB00611,DB00807,48
DB06402,DB00743,19
DB01197,DB00586,48
DB01181,DB00544,46
DB00401,DB00325,59
DB01380,DB00839,69
DB00335,DB09235,59
DB00611,DB00594,48
DB01184,DB01167,72
DB01118,DB00544,46
DB00924,DB01264,72
DB06781,DB00136,69
DB00747,DB00906,48
DB09053,DB01301,72
DB00829,DB00933,48
DB00401,DB01118,46
DB00292,DB00737,48
DB06209,DB09120,46
DB01400,DB00747,69
DB00917,DB06595,46
DB00899,DB00924,48
DB00334,DB06701,17
DB01203,DB00328,36
DB01429,DB09238,46
DB04574,DB08820,72
DB00933,DB09068,48
DB09280,DB00475,3
DB03754,DB04574,2
DB07615,DB01380,48
DB00498,DB01140,5
DB01567,DB00215,48
DB00933,DB01611,72
DB00645,DB01159,48
DB00680,DB03754,66
DB00688,DB01046,69
DB09053,DB00358,72
DB00755,DB00255,69
DB01384,DB00358,48
DB01154,DB01357,69
DB00528,DB01612,48
DB00845,DB08933,72
DB09280,DB09053,74
DB01154,DB00384,59
DB00544,DB09280,72
DB00724,DB01118,46
DB01156,DB00215,48
DB00186,DB00434,48
DB00575,DB00496,46
DB01228,DB00215,46
DB00498,DB03585,5
DB00807,DB01068,48
DB01159,DB01156,46
DB00571,DB01104,46
DB01184,DB00927,19
DB11619,DB06154,69
DB00724,DB01264,46
DB01081,DB00967,48
DB01118,DB00571,53
DB00829,DB00395,48
DB09068,DB01129,46
DB08903,DB01087,19
DB01058,DB01211,46
DB07615,DB01321,46
DB03585,DB09211,69
DB00635,DB00951,74
DB00899,DB08941,48
DB00839,DB01252,8
DB07615,DB00976,46
DB00699,DB00482,46
DB01006,DB08933,72
DB00328,DB00443,48
DB00829,DB00924,48
DB01587,DB08933,72
DB00571,DB06826,59
DB00325,DB06826,59
DB00743,DB00808,19
DB01068,DB04841,48
DB00721,DB01614,48
DB00611,DB00292,48
DB06148,DB01012,46
DB00458,DB06292,48
DB00755,DB00169,46
DB06684,DB01012,46
DB00829,DB09120,46
DB00611,DB08922,48
DB00312,DB01018,74
DB00325,DB00559,59
DB00404,DB05219,46
DB12001,DB08820,72
DB00199,DB00014,19
DB09280,DB00404,74
DB00543,DB09291,46
DB01122,DB01203,53
DB00443,DB01010,48
DB00938,DB01026,72
DB00187,DB01197,48
DB01041,DB01104,46
DB01136,DB00938,4
DB01068,DB01211,46
DB00187,DB00571,48
DB09235,DB01321,46
DB00835,DB01104,46
DB00543,DB00701,72
DB00571,DB00976,46
DB00312,DB00996,48
DB00559,DB00215,74
DB00266,DB01181,5
DB00963,DB08971,48
DB00575,DB00212,59
DB01189,DB00906,48
DB00665,DB00169,46
DB00401,DB01264,72
DB01175,DB09238,46
DB00179,DB09288,48
DB01211,DB06209,10
DB06292,DB01211,46
DB00691,DB01197,48
DB13450,DB00694,39
DB00724,DB08820,72
DB01087,DB01026,46
DB01418,DB09270,11
DB00334,DB04841,48
DB09241,DB01102,48
DB00312,DB00384,59
DB00312,DB00246,3
DB01400,DB00571,53
DB00184,DB09291,46
DB06292,DB01156,46
DB00217,DB01090,59
DB00988,DB09291,46
DB00358,DB08933,72
DB01264,DB00839,69
DB06595,DB00199,46
DB00808,DB01264,46
DB01429,DB00907,46
DB01118,DB05219,46
DB01122,DB00967,69
DB01154,DB01418,3
DB09288,DB06781,48
DB01154,DB00455,48
DB00604,DB00215,46
DB01175,DB04842,48
DB09078,DB08820,72
DB00604,DB01026,72
DB04898,DB09238,46
DB00899,DB00395,48
DB00312,DB00635,74
DB01087,DB00014,19
DB00312,DB00967,48
DB01068,DB00334,48
DB00547,DB01010,48
DB00458,DB04953,48
DB00960,DB01090,59
DB00458,DB00938,48
DB00611,DB00899,48
DB00312,DB08827,3
DB00956,DB00937,68
DB00312,DB01132,3
DB01606,DB01177,74
DB08922,DB00496,46
DB06148,DB09238,46
DB01159,DB00657,48
DB00556,DB00014,19
DB00335,DB01197,48
DB00246,DB01118,46
DB01087,DB00643,74
DB01175,DB00951,46
DB00312,DB00835,3
DB00956,DB00808,48
DB00680,DB00334,48
DB00498,DB00328,5
DB01159,DB00737,48
DB00924,DB01261,72
DB01511,DB00334,48
DB01041,DB00747,15
DB00312,DB04841,3
DB00336,DB00496,46
DB00924,DB01291,48
