d1,d2,type
DB00696,DB01168,48
DB00959,DB00621,73
DB08865,DB01189,19
DB00477,DB01595,48
DB01628,DB00281,46
DB01337,DB00254,20
DB08807,DB04743,36
DB00862,DB00325,9
DB06212,DB00864,72
DB00652,DB00647,48
DB00599,DB08910,48
DB00945,DB01024,48
DB00434,DB00949,48
DB01186,DB00588,48
DB00184,DB00263,46
DB00248,DB01062,48
DB00652,DB01081,48
DB04868,DB01252,69
DB00727,DB01359,48
DB06737,DB01685,46
DB08883,DB00705,46
DB01054,DB01158,59
DB00641,DB00703,72
DB01227,DB00754,48
DB00617,DB00468,46
DB00568,DB00951,46
DB00908,DB00543,19
DB00371,DB00715,48
DB00195,DB00908,46
DB00924,DB01227,48
DB09078,DB08864,19
DB00875,DB00207,19
DB00864,DB00482,56
DB00557,DB09072,15
DB01135,DB01172,39
DB01173,DB09225,15
DB09078,DB00622,19
DB01166,DB00446,72
DB04855,DB00503,19
DB01141,DB00681,69
DB01045,DB04868,74
DB00899,DB06153,48
DB05271,DB00695,48
DB01551,DB01037,48
DB00292,DB01463,48
DB01030,DB00213,72
DB06737,DB00620,48
DB00564,DB00617,3
DB01418,DB04868,46
DB01110,DB09231,48
DB00997,DB00335,72
DB00843,DB00219,69
DB00645,DB01065,48
DB00734,DB00292,48
DB09285,DB12598,48
DB00561,DB01171,70
DB00842,DB06144,48
DB01399,DB01324,69
DB01418,DB01137,5
DB00608,DB00939,48
DB01064,DB06690,81
DB00981,DB12278,69
DB08895,DB00264,53
DB00882,DB00243,72
DB00490,DB00652,48
DB00251,DB00175,48
DB09204,DB08991,36
DB00477,DB05271,31
DB00852,DB01620,75
DB00699,DB00238,46
DB01424,DB01029,46
DB01618,DB09286,48
DB00925,DB00285,46
DB01401,DB13158,48
DB00487,DB09268,69
DB09477,DB01399,48
DB01221,DB00227,46
DB13783,DB04840,69
DB00680,DB01299,72
DB01045,DB00266,3
DB00715,DB00673,74
DB09017,DB00985,48
DB08815,DB01086,48
DB06287,DB09038,69
DB01226,DB00919,39
DB00335,DB00542,48
DB09068,DB01015,46
DB08807,DB00397,13
DB00745,DB06636,46
DB00433,DB00203,46
DB00420,DB06663,19
DB01045,DB01023,3
DB01392,DB00344,72
DB00889,DB00344,19
DB00599,DB00922,59
DB01551,DB00191,68
DB00612,DB00945,36
DB01029,DB00461,48
DB08871,DB01078,57
DB00530,DB00207,46
DB12483,DB06717,72
DB01228,DB04855,46
DB01015,DB01420,8
DB01104,DB00213,46
DB01186,DB09120,48
DB06605,DB09070,5
DB00796,DB09238,59
DB00472,DB06216,48
DB00732,DB06702,48
DB00921,DB00645,15
DB00182,DB01244,59
DB00969,DB01232,72
DB01159,DB01587,48
DB00936,DB08964,69
DB06781,DB09067,69
DB01159,DB00542,48
DB00883,DB01136,48
DB00363,DB00802,48
DB01431,DB02703,72
DB01351,DB01244,3
DB01624,DB06699,19
DB00363,DB00494,48
DB00801,DB08918,48
DB00864,DB00263,46
DB00682,DB03619,48
DB00531,DB00264,46
DB01418,DB00688,5
DB00252,DB01188,72
DB00897,DB00715,48
DB00726,DB00264,46
DB00474,DB01136,59
DB00180,DB06819,69
DB00321,DB00035,48
DB00222,DB00224,46
DB00945,DB00861,48
DB00582,DB04920,48
DB00599,DB08872,48
DB06736,DB00232,69
DB01624,DB00203,72
DB00683,DB00257,46
DB00388,DB01064,48
DB09123,DB00976,72
DB00641,DB00752,46
DB01100,DB01440,48
DB13783,DB04574,48
DB08798,DB00227,46
DB00908,DB01026,72
DB00477,DB00325,48
DB00945,DB00817,26
DB00433,DB01551,48
DB01045,DB09063,72
DB00875,DB00908,32
DB00738,DB00674,19
DB00337,DB03585,48
DB00911,DB09074,46
DB09076,DB12278,1
DB06738,DB00203,46
DB08918,DB08815,48
DB00136,DB01263,46
DB00939,DB06781,48
DB01071,DB01012,72
DB01580,DB09085,48
DB00860,DB01044,48
DB00945,DB00582,46
DB00679,DB00250,72
DB01128,DB09074,46
DB09225,DB00794,48
DB01591,DB00921,48
DB01129,DB09027,74
DB06288,DB01623,35
DB01189,DB01612,48
DB00990,DB01601,46
DB01136,DB00590,29
DB12332,DB00705,46
DB00762,DB00196,46
DB00612,DB06700,72
DB00586,DB00945,48
DB00906,DB00557,15
DB00238,DB01156,3
DB00413,DB00187,48
DB01380,DB01254,72
DB01282,DB00363,48
DB00732,DB09230,20
DB00391,DB00209,1
DB00937,DB00434,75
DB01069,DB09027,74
DB00333,DB01176,48
DB00590,DB09039,46
DB00238,DB06636,10
DB01247,DB00391,48
DB01154,DB00196,46
DB00541,DB01097,48
DB00883,DB09054,46
DB06792,DB01197,74
DB00292,DB04861,24
DB00908,DB09275,71
DB06697,DB05219,46
DB00774,DB01029,59
DB00696,DB01128,48
DB00203,DB00876,9
DB01133,DB06810,23
DB01399,DB00180,48
DB00648,DB00864,74
DB00849,DB00960,59
DB00678,DB01580,59
DB00541,DB13874,72
DB08828,DB06595,46
DB01424,DB00254,46
DB00224,DB00289,46
DB01045,DB00521,74
DB08899,DB08903,74
DB00599,DB00593,48
DB01169,DB00346,19
DB08912,DB00277,74
DB00517,DB01116,48
DB00584,DB09038,48
DB00418,DB01106,48
DB04920,DB00458,46
DB01129,DB00270,46
DB09070,DB06777,69
DB06684,DB02703,72
DB01041,DB06595,46
DB01708,DB05521,74
DB00953,DB00391,48
DB00356,DB00985,48
DB00448,DB00951,46
DB00691,DB01357,74
DB01065,DB01580,48
DB00599,DB09345,48
DB08881,DB00238,74
DB01041,DB00985,15
DB01129,DB01263,74
DB01045,DB00726,3
DB00328,DB01708,48
DB04572,DB00263,46
DB01159,DB00582,46
DB01029,DB00208,46
DB01359,DB08880,36
DB00589,DB01115,48
DB00391,DB00508,35
DB00683,DB04946,48
DB08897,DB12278,1
DB01320,DB00945,3
DB01580,DB00742,48
DB09227,DB01029,48
DB00976,DB09118,72
DB04846,DB01291,13
DB08903,DB01268,19
DB00697,DB00883,48
DB00812,DB03585,48
DB00280,DB00254,46
DB01131,DB06702,76
DB00344,DB01175,48
DB08895,DB08873,72
DB01201,DB01359,74
DB00363,DB00801,48
DB00960,DB12332,46
DB06725,DB00663,48
DB01204,DB09027,74
DB00788,DB01129,46
DB01062,DB00199,46
DB00960,DB00211,53
DB01357,DB00208,46
DB06724,DB01234,2
DB01045,DB06730,74
DB00932,DB09038,69
DB00246,DB00379,46
DB00440,DB00224,46
DB00953,DB09225,48
DB01045,DB00700,3
DB01267,DB00757,19
DB00771,DB00934,48
DB00327,DB00715,46
DB00780,DB00606,59
DB01551,DB01501,48
DB00759,DB00289,46
DB06700,DB00938,84
DB08906,DB09070,72
DB01351,DB00296,48
DB00641,DB01167,72
DB00177,DB08816,46
DB00696,DB00370,36
DB00835,DB00544,46
DB01014,DB09215,56
DB00184,DB00313,46
DB00275,DB01020,48
DB00368,DB01577,48
DB00960,DB00179,36
DB00201,DB00207,46
DB09091,DB06710,73
DB00972,DB01399,48
DB01168,DB00363,48
DB01337,DB00955,39
DB01045,DB00949,3
DB02709,DB03585,48
DB00418,DB00423,48
DB01186,DB08811,48
DB00921,DB00951,46
DB06207,DB09230,59
DB00690,DB00697,48
DB00474,DB09009,48
DB00559,DB00765,59
DB00231,DB08910,48
DB00305,DB01078,57
DB06696,DB00300,72
DB00358,DB00335,53
DB00564,DB01223,74
DB01628,DB04743,48
DB00264,DB00991,36
DB01422,DB00270,48
DB08822,DB01399,48
DB00207,DB00916,19
DB00999,DB08918,54
DB12598,DB06725,5
DB00604,DB01015,19
DB01624,DB00254,72
DB01013,DB00779,48
DB00765,DB00450,48
DB00187,DB00812,36
DB06176,DB00715,46
DB01576,DB00503,46
DB09166,DB00196,46
DB01131,DB09074,46
DB00402,DB01267,48
DB01068,DB08873,46
DB01422,DB00381,48
DB01220,DB01204,72
DB01095,DB00683,72
DB00744,DB00524,69
DB00546,DB00705,46
DB00988,DB01029,46
DB00806,DB06712,59
DB00652,DB01151,48
DB01081,DB01325,48
DB00695,DB00734,48
DB00641,DB01211,72
DB01628,DB01160,69
DB00735,DB00635,48
DB00608,DB00908,46
DB00245,DB00283,46
DB01241,DB06717,72
DB03585,DB00880,69
DB01166,DB00752,72
DB00599,DB00797,59
DB00589,DB01384,48
DB00590,DB00938,4
DB00908,DB09280,72
DB01086,DB00748,48
DB00683,DB06203,72
DB01437,DB00341,48
DB01036,DB06595,46
DB01614,DB01235,48
DB00974,DB00735,5
DB00726,DB01102,48
DB06697,DB00915,19
DB00204,DB00207,19
DB00753,DB00323,48
DB00384,DB04552,36
DB00208,DB03619,48
DB08922,DB00771,48
DB04272,DB12598,5
DB00807,DB01452,48
DB00317,DB06717,72
DB00788,DB09215,48
DB00315,DB00454,48
DB00276,DB00951,46
DB00835,DB00932,46
DB00925,DB01264,46
DB09570,DB01029,46
DB00615,DB00912,3
DB00889,DB01069,19
DB00237,DB00363,48
DB00972,DB00503,46
DB04898,DB09215,5
DB01002,DB06595,46
DB08970,DB06717,72
DB00213,DB04868,74
DB00245,DB00517,48
DB00104,DB01359,53
DB00253,DB06718,73
DB00692,DB00755,48
DB00572,DB00333,48
DB00203,DB01162,59
DB09146,DB03754,66
DB00641,DB13139,72
DB01232,DB01069,72
DB00695,DB01338,16
DB00521,DB00939,36
DB00682,DB00379,46
DB01222,DB01043,48
DB00257,DB00541,74
DB00203,DB11730,72
DB00210,DB09212,48
DB04272,DB13783,65
DB00181,DB00323,48
DB06603,DB01254,72
DB01186,DB01104,48
DB00806,DB01021,59
DB01065,DB01086,48
DB00222,DB00335,8
DB00333,DB00486,15
DB00238,DB00514,3
DB06736,DB00253,48
DB00641,DB00289,46
DB00759,DB00176,46
DB01627,DB09268,69
DB01090,DB01452,48
DB01283,DB08816,46
DB00850,DB06153,48
DB00203,DB01203,9
DB00363,DB08941,48
DB00356,DB00765,31
DB00695,DB01563,48
DB01283,DB01021,69
DB01045,DB08971,74
DB11613,DB00976,46
DB00794,DB11817,3
DB06684,DB06595,46
DB00385,DB00812,71
DB00182,DB06148,48
DB00708,DB00035,48
DB09082,DB00705,46
DB04846,DB01064,13
DB00340,DB06204,48
DB01136,DB08918,72
DB09286,DB00975,48
DB00182,DB09291,46
DB01100,DB01589,48
DB00285,DB00177,46
DB01359,DB09477,59
DB01221,DB08815,48
DB00648,DB00444,74
DB00335,DB00749,36
DB00333,DB00865,68
DB00798,DB01050,71
DB09280,DB00862,3
DB00683,DB01219,48
DB01330,DB09268,69
DB00184,DB01132,46
DB01656,DB01204,33
DB00333,DB00241,48
DB00237,DB00765,31
DB01255,DB01069,75
DB04946,DB00912,69
DB00683,DB06690,48
DB00182,DB00983,48
DB00474,DB00946,3
DB00188,DB01359,48
DB00682,DB00663,5
DB00497,DB01100,48
DB00759,DB00227,46
DB00612,DB00960,48
DB01221,DB00472,48
DB01091,DB09236,48
DB01037,DB01291,48
DB09070,DB09235,59
DB00598,DB01054,59
DB06212,DB08873,72
DB00203,DB00584,72
DB00514,DB08873,46
DB08899,DB01221,74
DB00696,DB01110,48
DB09343,DB00603,69
DB00683,DB01348,72
DB08976,DB00959,48
DB00990,DB01232,46
DB00227,DB00254,46
DB00884,DB01578,23
DB00391,DB00390,48
DB08918,DB00601,63
DB08877,DB00187,53
DB00277,DB08820,72
DB00368,DB06152,48
DB00864,DB01073,48
DB00312,DB01418,3
DB08896,DB08808,53
DB06626,DB09120,46
DB01110,DB06717,72
DB01189,DB00934,48
DB01028,DB00379,46
DB08880,DB08991,48
DB01236,DB00765,31
DB01588,DB00323,48
DB01075,DB00705,46
DB06696,DB00936,71
DB00277,DB09120,46
DB00176,DB06700,48
DB06700,DB01167,46
DB00418,DB01239,48
DB01283,DB00880,69
DB00918,DB00908,46
DB00731,DB00264,46
DB00370,DB01437,15
DB01100,DB01239,48
DB00959,DB08882,69
DB06777,DB09074,46
DB06690,DB00985,48
DB00199,DB00344,19
DB06605,DB00745,46
DB09280,DB05381,74
DB00344,DB00952,48
DB00818,DB01069,48
DB08903,DB00285,19
DB00927,DB00196,46
DB00241,DB00434,48
DB00652,DB09068,48
DB00875,DB06153,48
DB06287,DB00363,48
DB09078,DB00370,19
DB09212,DB00253,48
DB01076,DB01348,72
DB00949,DB00705,46
DB08873,DB08882,74
DB01351,DB00427,48
DB00794,DB08903,74
DB09352,DB00363,60
DB01009,DB01044,26
DB00696,DB06288,48
DB00527,DB00985,48
DB00486,DB00384,48
DB00547,DB00136,69
DB00253,DB09070,72
DB08822,DB06736,48
DB09038,DB00614,8
DB01351,DB00298,48
DB00747,DB00810,48
DB01413,DB09268,69
DB01041,DB06153,15
DB00872,DB00692,48
DB00747,DB00340,48
DB01229,DB00385,48
DB01015,DB00914,8
DB01320,DB00969,3
DB00804,DB00486,84
DB00418,DB12026,3
DB00435,DB00780,48
DB00474,DB00880,29
DB00757,DB02546,19
DB00182,DB01340,59
DB06810,DB08981,71
DB01295,DB01628,36
DB11730,DB00908,32
DB00625,DB00835,48
DB00091,DB00196,72
DB00238,DB00367,74
DB01209,DB01452,48
DB00275,DB00612,48
DB06697,DB00927,19
DB01544,DB00177,46
DB00972,DB01129,46
DB00413,DB00275,48
DB05381,DB09073,72
DB00384,DB01210,48
DB00363,DB08987,48
DB09215,DB08819,69
DB00584,DB01048,74
DB00872,DB01008,72
DB04841,DB00705,46
DB00852,DB06794,75
DB06401,DB04938,48
DB06589,DB00696,72
DB00620,DB00989,48
DB00444,DB06636,46
DB08873,DB01232,74
DB00287,DB00343,59
DB01418,DB09118,72
DB00318,DB00771,48
DB01222,DB01072,72
DB00252,DB00883,3
DB01168,DB09286,48
DB06737,DB09215,48
DB00527,DB00344,48
DB13142,DB01325,71
DB13158,DB01043,48
DB00257,DB00884,48
DB00224,DB09027,74
DB01045,DB01151,3
DB01222,DB01245,48
DB00669,DB01100,48
DB00631,DB00363,48
DB00541,DB00863,72
DB00960,DB09218,36
DB01708,DB06412,73
DB00919,DB05676,71
DB01229,DB00254,46
DB00238,DB09291,74
DB06777,DB00976,46
DB08865,DB01069,19
DB01199,DB12278,48
DB01437,DB08922,48
DB00547,DB09070,72
DB01149,DB12598,72
DB06626,DB01026,72
DB01021,DB09070,59
DB00177,DB06292,48
DB00285,DB08918,48
DB00275,DB00700,67
DB08912,DB00177,74
DB03754,DB01076,74
DB00960,DB00169,46
DB00692,DB00866,59
DB00539,DB00908,32
DB01054,DB00289,46
DB06700,DB00208,46
DB01214,DB00939,36
DB00972,DB00391,15
DB00391,DB01544,48
DB00945,DB00243,72
DB00241,DB00323,48
DB00823,DB00839,69
DB00316,DB01149,46
DB00541,DB00328,72
DB00835,DB09039,46
DB00715,DB01151,48
DB00912,DB04878,8
DB04920,DB01156,46
DB01433,DB00765,31
DB00669,DB06216,48
DB11614,DB00264,46
DB01045,DB08916,74
DB01157,DB00681,69
DB00363,DB00625,48
DB00418,DB01075,3
DB01452,DB09009,48
DB00755,DB01359,48
DB00986,DB00332,1
DB00688,DB03585,48
DB00564,DB00674,3
DB00252,DB00912,3
DB00986,DB00245,1
DB00391,DB09128,35
DB06819,DB01092,57
DB00231,DB00802,48
DB01174,DB00590,59
DB01567,DB00344,48
DB00423,DB06153,48
DB00945,DB09084,48
DB00312,DB00333,3
DB01452,DB01345,48
DB00264,DB00420,72
DB01399,DB01047,48
DB01179,DB09073,72
DB08918,DB00889,63
DB00363,DB00708,48
DB01165,DB08871,19
DB00320,DB01685,48
DB06292,DB01254,72
DB00980,DB00196,72
DB00875,DB00765,31
DB00835,DB05812,72
DB01338,DB06696,39
DB00924,DB00976,46
DB01409,DB11315,1
DB01009,DB01410,48
DB06228,DB00196,46
DB01320,DB01186,3
DB00925,DB01149,46
DB00744,DB09120,46
DB00238,DB00496,3
DB01054,DB00246,46
DB01119,DB00264,59
DB01156,DB00254,46
DB00231,DB00427,48
DB01154,DB09238,3
DB09079,DB00196,72
DB01012,DB01263,46
DB00636,DB08873,46
DB00422,DB06702,76
DB00395,DB01069,48
DB00418,DB00404,3
DB00182,DB00875,60
DB00759,DB01319,46
DB00521,DB09038,48
DB00690,DB00555,48
DB00187,DB01340,48
DB01236,DB09074,46
DB01235,DB08883,15
DB01243,DB00401,48
DB00309,DB00254,72
DB00686,DB00975,48
DB09215,DB08970,48
DB09280,DB06697,74
DB01253,DB01015,48
DB01010,DB01062,69
DB00402,DB01017,15
DB00829,DB00835,48
DB01351,DB00421,59
DB01283,DB00359,46
DB00393,DB01076,48
DB06144,DB00660,48
DB00969,DB05812,72
DB01463,DB01069,48
DB09039,DB09074,72
DB01174,DB01222,3
DB08864,DB00745,72
DB00745,DB00091,74
DB00771,DB00653,15
DB01251,DB00196,72
DB00421,DB08991,36
DB00563,DB01628,72
DB06770,DB08918,48
DB09068,DB06016,48
DB00744,DB08906,48
DB00474,DB04841,48
DB00568,DB09238,46
DB01424,DB01012,46
DB08867,DB00268,46
DB00333,DB01253,48
DB00363,DB00423,48
DB00870,DB00959,48
DB06605,DB01009,5
DB01235,DB00420,69
DB01172,DB01097,71
DB00275,DB00573,48
DB00652,DB01174,48
DB00586,DB04572,46
DB00939,DB11660,69
DB13595,DB00227,74
DB04841,DB06153,48
DB00521,DB00224,46
DB01186,DB00916,48
DB00014,DB00862,19
DB08798,DB00544,46
DB01159,DB00178,48
DB00323,DB09128,48
DB01067,DB06718,8
DB00821,DB09091,48
DB00831,DB01069,48
DB06209,DB01029,46
DB00193,DB09015,48
DB00335,DB00938,13
DB01028,DB09286,48
DB01283,DB00827,26
DB00625,DB04920,74
DB12598,DB00436,69
DB13179,DB01076,48
DB00997,DB08873,72
DB00674,DB00834,19
DB01129,DB01077,69
DB00645,DB00283,48
DB00675,DB06595,72
DB00292,DB00297,48
DB00449,DB00696,70
DB01628,DB00846,48
DB00778,DB06290,72
DB04861,DB01235,29
DB09078,DB01087,19
DB00275,DB04951,48
DB06700,DB00904,63
DB00925,DB00999,59
DB00657,DB09038,48
DB00800,DB01180,59
DB00694,DB01399,71
DB01283,DB01384,48
DB01355,DB00323,48
DB00610,DB00723,48
DB01359,DB00179,36
DB00246,DB01452,48
DB00489,DB00960,48
DB09214,DB06729,48
DB01228,DB00476,46
DB01166,DB06413,72
DB00231,DB08987,48
DB00783,DB00839,69
DB09146,DB01142,66
DB00645,DB00906,48
DB01041,DB06216,15
DB00316,DB00283,46
DB00238,DB00471,3
DB11079,DB13158,48
DB00938,DB02703,72
DB00809,DB01173,48
DB00690,DB09017,48
DB01091,DB06712,48
DB00682,DB00641,5
DB00552,DB00363,48
DB01221,DB06770,48
DB00316,DB05812,72
DB00648,DB01166,74
DB00541,DB00514,72
DB00645,DB01114,48
DB04871,DB06717,72
DB01201,DB01100,3
DB13874,DB00277,46
DB01609,DB00332,74
DB00898,DB06216,15
DB01154,DB00224,46
DB09017,DB00557,15
DB00681,DB00900,66
DB00596,DB00976,72
DB01221,DB00356,48
DB09075,DB09212,5
DB00712,DB00196,46
DB00647,DB00780,48
DB00959,DB01010,48
DB00541,DB01026,72
DB04844,DB00503,72
DB00315,DB13025,48
DB00361,DB00224,46
DB00494,DB00182,48
DB00353,DB00316,48
DB00688,DB00630,48
DB01198,DB01227,48
DB01349,DB09073,72
DB01203,DB04920,48
DB11268,DB00744,5
DB06626,DB09063,72
DB00474,DB01238,48
DB00554,DB03585,48
DB00794,DB11581,3
DB09270,DB01217,72
DB00426,DB09074,46
DB00575,DB01116,59
DB00182,DB00341,75
DB01036,DB00213,46
DB00335,DB08907,48
DB01069,DB00653,15
DB00353,DB00976,72
DB00384,DB08797,36
DB01201,DB00620,3
DB00852,DB01614,60
DB01037,DB06700,48
DB00238,DB00440,3
DB01628,DB01072,46
DB00829,DB00434,48
DB00842,DB00715,48
DB08899,DB01590,74
DB13783,DB09236,69
DB06772,DB00482,46
DB00744,DB00257,46
DB01189,DB04841,48
DB06770,DB00835,48
DB00686,DB00374,5
DB00589,DB00989,48
DB00652,DB01440,48
DB00966,DB00735,48
DB01577,DB00187,24
DB00238,DB00153,3
DB00783,DB00207,46
DB01623,DB01609,72
DB00806,DB00966,59
DB00706,DB00275,48
DB01122,DB01116,69
DB13747,DB13783,69
DB06216,DB00588,48
DB01221,DB01095,46
DB01063,DB00422,48
DB01320,DB01076,74
DB00834,DB09091,69
DB00182,DB01267,60
DB05381,DB01026,46
DB00182,DB00938,48
DB00559,DB00759,74
DB09218,DB09091,48
DB00771,DB01151,48
DB01615,DB06144,48
DB00852,DB09204,24
DB00690,DB09073,72
DB06204,DB00196,46
DB06724,DB09138,74
DB00961,DB01359,72
DB05521,DB00333,74
DB01037,DB01144,48
DB00790,DB01392,36
DB00884,DB09270,48
DB06216,DB00455,48
DB00620,DB01245,48
DB01283,DB05219,46
DB01254,DB01078,57
DB04930,DB06717,72
DB00765,DB08932,59
DB00647,DB00852,68
DB01215,DB01069,48
DB00790,DB05676,48
DB00418,DB00843,3
DB01437,DB04953,48
DB06772,DB01026,72
DB00603,DB01254,72
DB09075,DB08901,72
DB00794,DB00692,59
DB01069,DB01104,48
DB00672,DB01076,8
DB01355,DB01452,48
DB06016,DB00661,46
DB00673,DB02703,72
DB06589,DB00970,72
DB08918,DB00802,63
DB09285,DB01628,48
DB00333,DB00341,48
DB00880,DB01235,29
DB04574,DB00196,46
DB02187,DB08804,73
DB04920,DB01397,48
DB00724,DB06595,46
DB00540,DB01235,48
DB00921,DB06702,76
DB06717,DB00603,74
DB00991,DB00884,48
DB00209,DB00340,48
DB01452,DB13323,48
DB00912,DB00468,8
DB12598,DB00764,48
DB00006,DB01048,74
DB01189,DB06292,48
DB08867,DB00243,72
DB01227,DB09073,72
DB06772,DB01177,48
DB00784,DB00705,46
DB01045,DB01104,3
DB00899,DB06274,48
DB01045,DB01466,3
DB01367,DB00379,72
DB01349,DB00795,48
DB01169,DB01018,48
DB00223,DB00999,82
DB00545,DB00187,53
DB01580,DB01087,46
DB00987,DB12332,46
DB00599,DB00774,29
DB01009,DB09084,48
DB00196,DB00834,19
DB00307,DB00976,46
DB00282,DB06696,23
DB01013,DB00582,72
DB00989,DB00810,69
DB01355,DB09238,3
DB00778,DB00243,46
DB00822,DB00254,46
DB00745,DB00619,46
DB01297,DB00744,36
DB00728,DB01111,20
DB04948,DB01144,48
DB00477,DB09477,48
DB01098,DB01001,72
DB01069,DB01202,48
DB00912,DB01626,8
DB00207,DB00808,19
DB01577,DB01100,60
DB01166,DB00334,72
DB00418,DB01161,48
DB00195,DB00790,48
DB00586,DB06595,72
DB01427,DB09104,48
DB06723,DB09091,2
DB00876,DB01359,48
DB00933,DB13595,66
DB00474,DB00808,29
DB08864,DB01685,72
DB00179,DB00945,48
DB01274,DB00696,70
DB05109,DB04871,46
DB00496,DB02703,72
DB00615,DB09231,74
DB01403,DB01221,15
DB00972,DB00363,15
DB00771,DB00967,48
DB00191,DB00719,75
DB04861,DB09070,59
DB08873,DB01197,74
DB11915,DB00224,46
DB00745,DB00834,72
DB00337,DB01708,48
DB09138,DB00955,23
DB00245,DB01171,46
DB00726,DB00177,46
DB00408,DB00683,48
DB08873,DB09477,74
DB00806,DB00722,59
DB08991,DB00779,26
DB01169,DB00206,48
DB01069,DB04896,48
DB00216,DB00705,72
DB01353,DB01437,48
DB08873,DB01026,72
DB01100,DB01595,48
DB09516,DB00511,57
DB00542,DB09070,59
DB00680,DB06697,72
DB00864,DB00334,46
DB06772,DB05812,72
DB04938,DB00715,46
DB01057,DB12278,69
DB09286,DB00742,48
DB00333,DB00273,48
DB01223,DB01232,46
DB00865,DB00391,60
DB00755,DB04572,46
DB01045,DB00863,3
DB00645,DB00625,48
DB00960,DB00472,46
DB03585,DB08880,48
DB11817,DB06636,46
DB01608,DB00264,59
DB09449,DB00275,56
DB00418,DB00909,48
DB01087,DB00250,48
DB01222,DB01324,82
DB09095,DB06718,73
DB00963,DB08964,69
DB00829,DB00213,46
DB01628,DB00501,46
DB00433,DB00503,46
DB00943,DB02703,72
DB00231,DB01501,48
DB00343,DB00951,46
DB01129,DB00338,46
DB00683,DB00750,48
DB06724,DB00282,74
DB00316,DB09048,72
DB09082,DB00695,82
DB01580,DB00573,36
DB00514,DB00196,46
DB00683,DB00849,48
DB06216,DB01178,48
DB09072,DB06700,48
DB00374,DB00177,46
DB00524,DB04920,48
DB00872,DB09286,48
DB06738,DB06717,72
DB06700,DB00501,46
DB03585,DB00547,48
DB01261,DB00976,46
DB01129,DB05812,46
DB01144,DB01210,48
DB09070,DB08931,59
DB01169,DB00915,19
DB00177,DB00880,48
DB06723,DB00663,2
DB00908,DB11609,48
DB01100,DB05521,72
DB00690,DB08910,48
DB00686,DB08797,5
DB00598,DB06700,72
DB01580,DB00727,48
DB00477,DB01433,48
DB01551,DB00805,48
DB08881,DB01039,74
DB00323,DB00594,48
DB00542,DB01054,59
DB01580,DB01050,36
DB00604,DB08903,19
DB00203,DB00374,9
DB09280,DB00503,74
DB08815,DB00203,72
DB00979,DB01591,48
DB00918,DB06717,72
DB01558,DB00705,46
DB00835,DB01263,46
DB00934,DB01069,48
DB01359,DB08981,36
DB04920,DB00752,46
DB00571,DB00908,72
DB00696,DB09570,72
DB00409,DB01235,48
DB07615,DB03619,48
DB00178,DB08991,48
DB00288,DB00951,74
DB01357,DB08439,80
DB00637,DB06595,46
DB00477,DB09072,15
DB00862,DB12332,46
DB00983,DB00695,82
DB08903,DB00420,19
DB08877,DB00674,53
DB01589,DB06595,46
DB01422,DB09232,48
DB00681,DB00435,48
DB00800,DB01115,48
DB00418,DB00530,3
DB00622,DB06717,72
DB00317,DB08873,46
DB00418,DB00584,59
DB00668,DB00912,69
DB00204,DB00344,19
DB01172,DB00972,71
DB01030,DB00541,72
DB01172,DB09084,71
DB01551,DB09330,72
DB00238,DB06603,72
DB00884,DB00227,48
DB00969,DB04868,46
DB01227,DB00774,48
DB06207,DB01204,72
DB00604,DB01188,72
DB12161,DB00503,46
DB09242,DB01089,59
DB00434,DB01202,48
DB01166,DB00257,72
DB00897,DB06153,48
DB08877,DB00203,46
DB00281,DB00277,46
DB01580,DB00397,13
DB07615,DB01254,5
DB08873,DB00542,74
DB01424,DB00224,46
DB00905,DB00925,59
DB00690,DB00962,48
DB09085,DB00835,48
DB01544,DB00557,15
DB01243,DB09235,48
DB01551,DB00455,48
DB00191,DB00835,75
DB00434,DB06698,69
DB00818,DB01623,48
DB00604,DB01243,72
DB04574,DB00912,69
DB01100,DB04946,48
DB01069,DB06282,48
DB01156,DB00224,46
DB00757,DB09198,46
DB01186,DB01200,18
DB04846,DB01254,72
DB09117,DB00599,15
DB01351,DB01282,59
DB00477,DB00750,48
DB04844,DB00557,15
DB00398,DB06717,72
DB01339,DB01172,39
DB06262,DB00264,24
DB00496,DB06702,76
DB01067,DB00976,46
DB06216,DB00189,48
DB00292,DB00904,48
DB01320,DB00951,72
DB01136,DB03585,36
DB00301,DB06810,74
DB00252,DB00925,3
DB00492,DB00945,36
DB00238,DB06781,74
DB01228,DB00458,46
DB00692,DB00999,59
DB00735,DB08880,48
DB01166,DB00482,46
DB00521,DB01407,13
DB00521,DB01628,36
DB06016,DB01151,46
DB01100,DB08820,72
DB01551,DB00742,48
DB09555,DB06717,72
DB00960,DB09039,46
DB00914,DB06697,46
DB00418,DB08931,3
DB01142,DB00035,48
DB00939,DB00827,26
DB00908,DB00983,19
DB01039,DB01149,46
DB00297,DB00705,46
DB01062,DB00246,46
DB00774,DB06268,59
DB01252,DB00230,49
DB00972,DB00976,46
DB01351,DB01028,48
DB00312,DB01580,48
DB00790,DB00749,48
DB01045,DB09030,74
DB00370,DB00951,46
DB01064,DB01288,48
DB01186,DB00481,48
DB00344,DB01106,48
DB06207,DB01221,72
DB00590,DB00625,46
DB06144,DB01601,46
DB00735,DB00764,48
DB01018,DB00344,36
DB01009,DB00880,69
DB09112,DB01029,48
