d1,d2,type
DB01159,DB09026,48
DB00652,DB00753,48
DB00978,DB08881,72
DB00997,DB00345,72
DB01080,DB08910,48
DB06589,DB08916,72
DB00898,DB00564,15
DB00598,DB04552,36
DB00182,DB00381,59
DB01227,DB01264,46
DB12598,DB00972,5
DB01357,DB00482,80
DB01200,DB01210,18
DB00748,DB09118,72
DB06144,DB09072,15
DB00245,DB00497,48
DB01002,DB01618,48
DB01320,DB04908,74
DB12161,DB00220,46
DB00308,DB00679,32
DB00175,DB01054,72
DB00849,DB09166,48
DB01174,DB00752,48
DB01151,DB01182,72
DB01501,DB00470,15
DB01227,DB00703,48
DB06616,DB08873,72
DB01159,DB00771,48
DB01168,DB00436,59
DB01172,DB00784,71
DB00337,DB00270,46
DB08880,DB00435,74
DB00615,DB00636,3
DB00612,DB08820,72
DB00677,DB00705,74
DB00962,DB00904,48
DB00497,DB06216,48
DB08916,DB00908,72
DB00278,DB08981,5
DB00615,DB00822,3
DB01045,DB00822,3
DB04871,DB00195,46
DB00880,DB01180,59
DB01418,DB00446,5
DB01601,DB00673,72
DB00564,DB01190,3
DB01399,DB00591,48
DB01392,DB01142,72
DB00589,DB01011,48
DB09292,DB08981,48
DB00317,DB01601,46
DB00849,DB00951,46
DB00199,DB00834,72
DB01172,DB00244,71
DB01253,DB01356,48
DB06267,DB01116,9
DB00541,DB00345,72
DB00675,DB01589,72
DB00247,DB00455,48
DB00294,DB08873,72
DB00231,DB01433,48
DB00652,DB01412,48
DB09118,DB01106,48
DB00972,DB01435,48
DB04908,DB00976,72
DB06268,DB01392,36
DB01045,DB08992,74
DB00475,DB00413,31
DB00492,DB08991,48
DB00281,DB00645,48
DB00175,DB00683,72
DB09232,DB00584,48
DB00313,DB00283,48
DB01227,DB09017,48
DB01165,DB08912,19
DB00636,DB00582,46
DB06820,DB00401,48
DB00674,DB00598,53
DB00633,DB08808,24
DB00708,DB00310,48
DB01165,DB00714,19
DB00652,DB00906,48
DB01397,DB00654,69
DB01201,DB13179,3
DB00195,DB00325,48
DB11362,DB09280,72
DB00312,DB00598,59
DB01189,DB00750,48
DB01253,DB00316,48
DB00246,DB06699,19
DB01624,DB00283,72
DB00758,DB08820,72
DB00881,DB00765,59
DB08903,DB00188,19
DB01174,DB00263,3
DB00748,DB01068,48
DB00908,DB00869,71
DB09053,DB00285,72
DB00794,DB01297,74
DB05351,DB01118,46
DB01095,DB00199,46
DB06201,DB00231,48
DB08865,DB08893,19
DB01211,DB01151,19
DB01116,DB01136,59
DB00650,DB01101,48
DB00474,DB09342,48
DB00218,DB00726,19
DB06690,DB00215,48
DB00635,DB01026,72
DB01359,DB06663,53
DB00508,DB00489,59
DB00486,DB01017,15
DB00599,DB00924,3
DB01626,DB01197,59
DB01588,DB05246,48
DB00448,DB00270,46
DB06212,DB01169,72
DB00401,DB01136,48
DB00564,DB01264,72
DB01168,DB04871,48
DB00396,DB00908,46
DB00370,DB00391,15
DB09078,DB01149,46
DB00829,DB01118,46
DB01021,DB01203,59
DB00801,DB01587,48
DB06707,DB01193,24
DB00854,DB08883,15
DB00564,DB00679,3
DB08922,DB00427,48
DB00924,DB11699,63
DB00530,DB08873,72
DB09147,DB00685,74
DB00297,DB06717,72
DB00490,DB00270,46
DB06697,DB00862,19
DB00700,DB00712,36
DB00266,DB00736,72
DB00829,DB00188,46
DB09070,DB00765,59
DB00738,DB00349,46
DB13167,DB09138,48
DB00211,DB01253,70
DB00212,DB01359,59
DB00310,DB00331,69
DB00753,DB00435,48
DB00381,DB06712,59
DB00799,DB01259,46
DB00933,DB00413,31
DB00652,DB00310,48
DB00373,DB01182,72
DB04575,DB00279,69
DB01351,DB00645,48
DB00788,DB00896,48
DB09075,DB04575,11
DB01200,DB04846,24
DB01551,DB01589,48
DB01201,DB01253,3
DB09117,DB01615,15
DB09285,DB03585,48
DB01218,DB00872,72
DB00586,DB00465,48
DB01466,DB00903,48
DB09167,DB01348,72
DB01124,DB00220,46
DB00565,DB00955,39
DB01037,DB00633,48
DB01463,DB09085,48
DB00643,DB00208,46
DB00178,DB11362,59
DB00281,DB09068,48
DB01437,DB00835,48
DB00603,DB08882,69
DB01393,DB08873,46
DB01338,DB01339,48
DB00531,DB01108,14
DB01253,DB01203,18
DB04576,DB01377,66
DB00876,DB06802,48
DB00195,DB01180,59
DB04908,DB01118,72
DB00312,DB01297,74
DB00804,DB09272,38
DB00623,DB01501,48
DB00564,DB12598,3
DB01193,DB01628,36
DB00377,DB01319,46
DB03756,DB00196,46
DB13179,DB00320,46
DB01002,DB00705,46
DB00850,DB01029,46
DB00757,DB00014,19
DB06772,DB00282,48
DB00921,DB00231,15
DB08881,DB01159,74
DB09220,DB00519,59
DB06739,DB01077,48
DB08865,DB00450,19
DB01045,DB00497,74
DB05246,DB00736,46
DB00628,DB01587,48
DB01159,DB01012,46
DB01466,DB13323,48
DB08912,DB01222,74
DB00376,DB01338,48
DB09204,DB01054,48
DB01174,DB00741,74
DB00435,DB00808,48
DB01348,DB06802,48
DB00706,DB06207,9
DB01295,DB00185,48
DB00482,DB00884,48
DB00370,DB00366,15
DB00768,DB00443,48
DB01174,DB01254,74
DB01021,DB01132,69
DB09220,DB00421,59
DB00412,DB00230,49
DB00482,DB05219,46
DB00235,DB00945,48
DB06287,DB00320,46
DB00471,DB01263,46
DB04841,DB00264,46
DB01094,DB00208,46
DB01177,DB09288,71
DB00289,DB04908,48
DB00374,DB00688,48
DB08864,DB00820,72
DB00723,DB01366,48
DB01174,DB00808,3
DB06603,DB09054,72
DB00681,DB01029,48
DB01155,DB01001,19
DB00381,DB00436,48
DB08991,DB00035,48
DB00474,DB00903,59
DB08916,DB00264,72
DB00524,DB00782,72
DB00953,DB09120,46
DB00243,DB13179,72
DB02513,DB00393,48
DB08864,DB00444,72
DB01174,DB09082,3
DB00924,DB00967,48
DB09027,DB01601,72
DB06335,DB01601,72
DB00180,DB00220,46
DB00586,DB00500,48
DB00136,DB00320,46
DB08971,DB00483,48
DB00387,DB01466,48
DB00373,DB01009,36
DB00317,DB06603,72
DB00349,DB01106,48
DB00708,DB00254,46
DB01114,DB01211,46
DB00363,DB00962,48
DB00559,DB00748,74
DB01403,DB00477,15
DB01054,DB01359,59
DB01418,DB08804,5
DB01174,DB06595,3
DB00428,DB00939,71
DB01168,DB00925,59
DB00877,DB00283,46
DB00445,DB08984,71
DB00346,DB00816,4
DB00253,DB04576,48
DB01320,DB00231,72
DB01165,DB00743,19
DB00921,DB01463,15
DB01132,DB08873,46
DB04930,DB01319,46
DB06589,DB00584,72
DB00599,DB00957,69
DB00370,DB00502,15
DB12598,DB00635,48
DB00363,DB06594,48
DB09147,DB00751,66
DB00270,DB00612,48
DB01609,DB09053,74
DB01224,DB01437,48
DB01037,DB00196,46
DB01041,DB01106,15
DB01283,DB08819,69
DB00458,DB00381,48
DB06738,DB01168,48
DB01588,DB04946,48
DB01595,DB09330,72
DB00854,DB09245,48
DB00723,DB09245,70
DB00568,DB00277,46
DB00486,DB00790,48
DB06154,DB01628,5
DB00908,DB01081,48
DB12364,DB01628,65
DB01429,DB00195,46
DB00623,DB00768,48
DB01054,DB01020,48
DB00683,DB08916,74
DB01587,DB00343,46
DB00980,DB00220,72
DB00435,DB09112,48
DB00598,DB00869,59
DB00427,DB09128,48
DB01200,DB09073,72
DB00482,DB00630,48
DB05812,DB00283,46
DB01087,DB00283,46
DB00525,DB09216,48
DB00492,DB00797,59
DB06802,DB00687,48
DB01253,DB06412,48
DB08880,DB09216,48
DB00908,DB01254,72
DB01236,DB00195,48
DB00270,DB00808,48
DB01587,DB00543,48
DB00486,DB05271,31
DB01002,DB01275,48
DB00568,DB00641,48
DB01168,DB00571,59
DB01399,DB01609,48
DB00457,DB06152,4
DB01222,DB00685,48
DB00910,DB02703,72
DB00385,DB00300,72
DB00757,DB00270,19
DB08807,DB01399,36
DB08881,DB00862,74
DB01297,DB01397,36
DB00237,DB00477,48
DB01132,DB01626,8
DB01545,DB00283,48
DB00603,DB06228,69
DB00872,DB00617,72
DB01628,DB01263,46
DB01339,DB00908,20
DB09053,DB01072,72
DB00553,DB00184,46
DB00836,DB04572,46
DB00564,DB00904,3
DB06237,DB00374,9
DB00601,DB00508,48
DB00897,DB00455,48
DB00477,DB00333,19
DB00334,DB00645,48
DB00738,DB06335,69
DB00972,DB01028,15
DB00809,DB01466,48
DB01433,DB00765,31
DB06616,DB12026,72
DB00637,DB00199,46
DB09245,DB01021,59
DB09078,DB00983,19
DB09216,DB00774,69
DB01200,DB00468,48
DB01047,DB00951,74
DB01098,DB01559,72
DB00586,DB00688,48
DB00479,DB01009,71
DB09300,DB01081,48
DB00854,DB00423,48
DB00489,DB01059,19
DB04572,DB00390,57
DB06716,DB04953,48
DB06594,DB01069,48
DB00281,DB01463,48
DB01065,DB00427,48
DB00331,DB01171,8
DB00608,DB00370,19
DB09245,DB00497,48
DB00264,DB08991,36
DB00645,DB01433,48
DB01182,DB01167,72
DB00637,DB01601,72
DB00677,DB12278,69
DB06207,DB00328,72
DB01174,DB00823,69
DB00939,DB13167,48
DB00972,DB00333,15
DB01600,DB01021,69
DB01588,DB01018,48
DB08910,DB09063,72
DB12026,DB09120,46
DB00652,DB01433,48
DB00370,DB00976,46
DB11609,DB01106,48
DB00708,DB00457,48
DB01628,DB06737,48
DB01253,DB00694,48
DB00231,DB00257,46
DB06772,DB05265,48
DB00520,DB08992,48
DB00395,DB00501,46
DB06707,DB08808,24
DB01174,DB00177,3
DB00708,DB00232,48
DB00531,DB01206,14
DB00726,DB00701,72
DB06690,DB09009,48
DB00617,DB00622,46
DB00315,DB01100,48
DB00370,DB01189,15
DB00854,DB00366,15
DB01008,DB00220,46
DB01200,DB00907,48
DB00945,DB01399,48
DB00351,DB00412,69
DB00569,DB00936,5
DB08860,DB06290,72
DB00876,DB06212,67
DB00972,DB00320,46
DB01177,DB00289,46
DB00215,DB06663,19
DB00503,DB00220,46
DB00477,DB01558,48
DB00820,DB00654,9
DB00643,DB01072,46
DB00631,DB00296,48
DB00220,DB01251,69
DB00278,DB06802,5
DB00297,DB01149,46
DB00248,DB01628,48
DB00337,DB00220,46
DB01036,DB00652,48
DB00956,DB08820,72
DB00312,DB01466,3
DB00648,DB00339,74
DB00972,DB01023,46
DB01628,DB00440,46
DB00418,DB00829,3
DB06016,DB00220,46
DB06698,DB00397,69
DB00371,DB00395,48
DB00290,DB00390,57
DB00854,DB06204,15
DB00231,DB12532,48
DB00631,DB00457,48
DB00978,DB00201,46
DB01254,DB01601,72
DB08873,DB01167,72
DB06697,DB00496,46
DB09561,DB09147,66
DB09053,DB00845,72
DB01577,DB00354,75
DB01551,DB01168,48
DB01466,DB06636,46
DB01274,DB00496,46
DB06207,DB01221,72
DB00622,DB00496,46
DB04871,DB08865,46
DB00215,DB01626,63
DB00292,DB00933,48
DB01174,DB12332,3
DB00653,DB00136,72
DB00179,DB00821,48
DB00296,DB04908,48
DB00683,DB00996,48
DB00588,DB08873,72
DB09275,DB01077,74
DB00768,DB00779,26
DB00677,DB00424,69
DB01116,DB04840,59
DB05351,DB06695,10
DB01224,DB00218,19
DB09034,DB00652,15
DB06207,DB00257,72
DB06738,DB01501,48
DB00477,DB00975,48
DB00705,DB00908,46
DB08873,DB00722,74
DB01418,DB09216,5
DB00864,DB01628,56
DB01384,DB09067,69
DB00673,DB00196,46
DB01282,DB00435,48
DB00850,DB04572,46
DB00612,DB01211,46
DB00471,DB00227,46
DB00356,DB00264,46
DB00252,DB00957,69
DB09289,DB00677,72
DB00631,DB09242,48
DB01159,DB08987,48
DB01392,DB00932,46
DB01179,DB00199,46
DB00997,DB00477,72
DB00569,DB01097,5
DB06212,DB06268,72
DB00264,DB01401,36
DB00283,DB01171,1
DB01609,DB00381,74
DB00683,DB09224,48
DB00367,DB00196,46
DB08865,DB00834,72
DB01589,DB00951,46
DB00708,DB00881,48
DB01106,DB06700,48
DB00390,DB06802,72
DB00908,DB00340,48
DB01591,DB01211,46
DB08816,DB12332,46
DB00497,DB04841,48
DB00374,DB11079,48
DB01295,DB00346,29
DB00924,DB01202,48
DB00334,DB09167,46
DB06826,DB11362,59
DB11915,DB01151,46
DB01247,DB00195,59
DB01035,DB00557,19
DB00421,DB00908,69
DB01110,DB00900,66
DB00679,DB00455,72
DB00820,DB00220,72
DB00991,DB01685,46
DB01595,DB00661,46
DB09102,DB00705,46
DB06262,DB01021,82
DB00186,DB06690,48
DB11362,DB00678,46
DB01578,DB01628,71
DB00898,DB00862,59
DB01203,DB00768,36
DB00822,DB00203,46
DB11915,DB06595,46
DB01563,DB09224,48
DB09040,DB01076,48
DB01047,DB00944,48
DB00916,DB00822,48
DB06739,DB00482,46
DB00281,DB01563,48
DB01200,DB06710,8
DB00794,DB00557,15
DB00831,DB00195,59
DB01399,DB06196,48
DB00573,DB01399,48
DB01628,DB00467,26
DB01609,DB00496,74
DB01047,DB06717,72
DB00308,DB00656,19
DB00956,DB00564,15
DB00712,DB01124,46
DB09280,DB00910,3
DB00483,DB00187,53
DB00334,DB00220,74
DB11828,DB00283,46
DB00475,DB00611,48
DB01210,DB01009,36
DB00448,DB09167,46
DB00136,DB00227,46
DB00455,DB05271,31
DB00486,DB00325,48
DB00748,DB01171,46
DB00773,DB08865,46
DB11609,DB00455,48
DB01656,DB01222,33
DB00708,DB01255,68
DB00820,DB01021,9
DB00924,DB01176,48
DB01601,DB00294,74
DB09053,DB01384,72
DB09078,DB01274,19
DB09079,DB01601,72
DB01626,DB09209,63
DB01349,DB01283,48
DB00804,DB00273,48
DB01242,DB00220,46
DB12598,DB04576,26
DB00458,DB00880,48
DB09068,DB00588,48
DB00219,DB09290,38
DB00315,DB08881,72
DB00298,DB01588,48
DB00831,DB00598,59
DB01615,DB03754,66
DB00482,DB04574,48
DB00570,DB08820,72
DB00370,DB00582,46
DB01440,DB00297,48
DB04953,DB00285,48
DB01588,DB09065,46
DB00266,DB08816,46
DB09288,DB00300,48
DB00195,DB01609,72
DB11126,DB01077,74
DB08970,DB00805,48
DB00471,DB00320,46
DB00765,DB09000,48
DB01403,DB00474,15
DB01118,DB00486,48
DB00565,DB01397,20
DB09068,DB01142,48
DB00722,DB00880,48
DB00678,DB00492,48
DB00696,DB00212,72
DB00768,DB00909,48
DB00862,DB01214,9
DB00829,DB01080,48
DB09075,DB00908,72
DB00611,DB06594,48
DB09009,DB00283,48
DB01200,DB01204,48
DB00991,DB01044,26
DB01041,DB01588,15
DB00556,DB00710,19
DB01039,DB00196,46
DB08881,DB01589,74
DB00989,DB06663,53
DB06603,DB09330,72
DB00195,DB08881,72
DB06690,DB01452,48
DB01223,DB01137,46
DB00593,DB00486,15
DB00701,DB00257,46
DB01012,DB00270,46
DB00953,DB00208,46
DB00420,DB06690,48
DB06589,DB01233,19
DB01200,DB00398,48
DB00628,DB00962,48
DB00401,DB00975,48
DB01104,DB08816,46
DB00307,DB00603,74
DB00266,DB01211,72
DB00212,DB01158,59
DB09285,DB01024,48
DB06711,DB00264,24
DB08865,DB00818,19
DB09286,DB00880,48
DB01591,DB01227,48
DB00553,DB09065,46
DB01182,DB00934,19
DB00977,DB00289,46
DB01708,DB00199,46
DB00829,DB06636,46
DB01028,DB00557,15
DB04272,DB00770,5
DB00598,DB01113,48
DB01588,DB01114,48
DB00670,DB00844,48
DB00921,DB00708,15
DB00867,DB06152,48
DB00924,DB01235,48
DB01595,DB12332,46
DB01136,DB00768,36
DB05521,DB00497,48
DB00714,DB00631,48
DB01171,DB00212,59
DB01303,DB00238,46
DB01626,DB00657,59
DB01246,DB01299,72
DB06207,DB01102,4
DB00474,DB00310,29
DB00401,DB06712,59
DB00945,DB01283,48
DB06802,DB08971,48
DB00448,DB08873,46
DB00896,DB00582,72
DB01403,DB06690,15
DB00736,DB01133,69
DB00584,DB06212,67
DB00731,DB00908,46
DB01174,DB00656,3
DB06724,DB01222,2
DB00699,DB01054,48
DB01320,DB09102,74
DB00924,DB00952,48
DB09094,DB00511,57
DB06282,DB08865,46
DB00334,DB00482,46
DB00404,DB00849,48
DB01587,DB01167,46
DB00978,DB00208,46
DB01351,DB00297,48
DB00822,DB05521,46
DB00564,DB00373,3
DB09078,DB00753,19
DB00273,DB09128,48
DB00186,DB01353,48
DB08992,DB00653,48
DB09091,DB09220,48
DB06287,DB02703,72
DB08860,DB06817,47
DB00455,DB09048,72
DB01018,DB01253,70
DB00483,DB00489,53
DB08931,DB04876,72
DB00708,DB01075,48
DB01588,DB00263,46
DB00816,DB00774,82
DB00956,DB01021,48
DB00408,DB01501,48
DB01171,DB00401,59
DB00808,DB00220,46
DB00336,DB00264,46
DB00292,DB00427,48
DB01095,DB09102,72
DB01174,DB12532,48
DB00972,DB01171,46
DB00748,DB00188,46
DB00752,DB00816,48
DB06196,DB00896,48
DB00162,DB00511,57
DB04841,DB00300,46
DB05351,DB06413,46
DB00315,DB00408,48
DB08970,DB01324,82
DB00924,DB06203,72
DB00176,DB00645,48
DB01159,DB00321,48
DB00182,DB00482,46
DB00764,DB00621,73
DB00217,DB00370,36
DB00477,DB01142,19
DB00589,DB08816,48
DB00623,DB00924,48
DB01466,DB06697,46
DB01253,DB01580,18
DB01615,DB13323,48
DB00755,DB08820,72
DB00697,DB00401,72
DB01588,DB01219,48
DB12026,DB00246,46
DB00415,DB00955,74
DB01081,DB01168,48
DB00598,DB00734,59
DB04573,DB00126,72
DB06212,DB01104,72
DB01186,DB00908,48
DB09280,DB01194,3
DB01218,DB00705,72
DB01200,DB13874,48
DB00213,DB08820,72
DB06702,DB01227,48
DB01218,DB04855,72
DB00339,DB00277,46
DB00297,DB00582,46
DB01200,DB00694,48
DB08981,DB00253,48
DB00474,DB00734,48
DB06144,DB06290,72
DB01159,DB00349,46
DB06480,DB01182,72
DB01223,DB01072,46
DB00297,DB06716,48
DB00694,DB00515,56
DB00179,DB00655,48
DB00849,DB00700,59
DB00433,DB00195,46
DB06694,DB09167,36
DB00252,DB01047,74
DB00818,DB01463,48
DB06589,DB00641,79
DB00700,DB08873,72
DB01392,DB00257,46
DB00633,DB06702,76
DB00446,DB06413,46
DB09065,DB01182,72
DB00435,DB01609,72
DB01098,DB01369,72
DB09143,DB09073,72
DB06144,DB00661,46
DB03128,DB09291,46
DB00708,DB00227,46
DB00945,DB01077,48
DB00264,DB00938,13
DB09235,DB11362,59
DB01435,DB00412,46
DB01628,DB09218,48
DB08912,DB01589,74
DB00670,DB11609,48
DB00222,DB00104,8
DB01601,DB04946,76
DB01037,DB00736,46
DB00910,DB00834,72
DB00643,DB05521,46
DB01071,DB01601,72
DB01062,DB01601,72
DB00633,DB01356,48
DB00683,DB06228,72
DB00568,DB01015,46
DB00336,DB06603,72
DB00356,DB00455,48
DB00179,DB06781,48
DB00612,DB00991,36
DB08903,DB00916,19
DB00482,DB06717,72
DB01221,DB00270,46
DB00474,DB00755,59
DB00734,DB00829,48
DB01601,DB09048,72
DB00231,DB09054,46
DB00749,DB01059,26
DB01050,DB00654,69
DB00264,DB00325,48
DB00604,DB09078,19
DB00748,DB05246,48
DB06770,DB04908,48
DB09232,DB00752,48
DB08873,DB09477,74
DB00692,DB00880,59
DB01395,DB00712,67
DB00264,DB01110,72
DB08976,DB00768,48
DB00625,DB00381,74
DB00489,DB00482,36
DB00924,DB00691,72
DB00181,DB00455,48
DB01559,DB01241,46
DB00986,DB00670,1
DB00864,DB04572,48
DB00455,DB00771,48
DB08970,DB01357,72
DB00880,DB00747,72
DB01016,DB08816,46
DB00327,DB00748,48
DB02513,DB04920,48
DB00586,DB09211,69
DB00195,DB00221,13
DB01423,DB01097,48
DB01200,DB04896,48
DB00897,DB08865,46
DB00270,DB01235,29
DB00977,DB01167,46
DB00677,DB06709,48
DB01261,DB08804,8
DB09570,DB01012,46
DB13025,DB09097,69
DB00231,DB00543,48
DB00477,DB00800,48
DB00323,DB08910,48
DB01036,DB01338,48
DB06589,DB04871,46
DB06742,DB01232,46
DB01184,DB00220,72
DB00212,DB00629,59
DB00683,DB00356,48
DB01200,DB04855,46
DB04842,DB00486,15
DB00631,DB00590,48
DB09232,DB00679,48
DB00708,DB01023,48
DB00424,DB00273,48
DB13231,DB00622,69
DB01177,DB05219,46
DB00397,DB00353,70
DB00308,DB08912,19
DB00373,DB00446,46
DB00331,DB00487,8
DB00397,DB00601,70
DB00474,DB06730,69
DB09543,DB01222,48
DB00374,DB00176,46
DB00471,DB00263,46
DB06201,DB01353,48
DB06690,DB01320,48
DB08976,DB00035,48
DB09078,DB06402,19
DB01392,DB01544,69
DB00864,DB09216,56
DB00553,DB00188,46
DB01267,DB00924,36
DB01197,DB06802,48
DB00264,DB01102,13
DB00327,DB00395,48
DB06335,DB08865,72
DB00768,DB00655,48
DB09285,DB08439,48
DB00844,DB01466,48
DB01295,DB00963,36
DB00655,DB00283,46
DB06684,DB00199,72
DB00976,DB06287,48
DB00461,DB00939,48
DB01623,DB00283,48
DB00331,DB00243,72
DB00556,DB01259,19
DB00683,DB01254,72
DB00308,DB00889,19
DB00678,DB08981,48
DB00682,DB00482,5
DB00477,DB00205,72
DB00261,DB00477,19
DB00907,DB00765,31
DB00696,DB01011,48
DB00708,DB01319,46
DB00318,DB00104,46
DB01200,DB05521,46
DB06696,DB07615,71
DB06603,DB01356,19
DB01174,DB00960,59
DB08912,DB08864,74
DB00503,DB09167,46
DB01253,DB00519,72
DB05015,DB00511,57
DB00679,DB00446,46
DB00714,DB01626,46
DB00908,DB00976,46
DB12532,DB00455,48
DB00486,DB01144,48
DB00420,DB00199,19
DB06287,DB00188,46
DB01353,DB00349,48
DB09068,DB00254,46
DB00497,DB05812,72
DB01295,DB00411,48
DB00924,DB00501,46
DB01009,DB00710,48
DB00917,DB08880,72
DB00564,DB04845,74
DB00956,DB01595,15
DB00899,DB01463,48
DB01283,DB00214,28
DB01501,DB00268,31
DB06589,DB01142,72
DB01338,DB00254,20
DB01037,DB00497,48
DB08903,DB01104,19
DB01174,DB00727,59
DB00854,DB00391,48
DB06772,DB00990,48
DB01267,DB00374,19
DB00472,DB01029,46
DB00199,DB01356,19
DB00849,DB01359,59
DB00924,DB00932,46
DB08916,DB00381,72
DB00991,DB13167,48
DB00559,DB00339,74
DB00316,DB01211,46
DB00307,DB00270,46
DB00586,DB01319,46
DB00813,DB00750,48
DB00873,DB08804,73
DB01223,DB00289,46
DB00177,DB06802,48
DB00182,DB00401,59
DB00654,DB08931,59
DB00553,DB04855,46
DB08875,DB00199,46
DB00966,DB01283,48
DB00647,DB01587,48
DB01171,DB00270,59
DB01392,DB06717,72
DB00418,DB00748,3
DB01587,DB00243,72
DB01174,DB05676,74
DB04572,DB00289,46
DB00231,DB01167,46
DB09232,DB00883,48
DB00199,DB01264,46
DB00582,DB09232,48
DB00652,DB06288,48
DB00982,DB09123,69
DB00794,DB00471,3
DB06690,DB01209,48
DB01097,DB00196,46
DB00656,DB01601,19
DB09068,DB01622,48
DB00701,DB01012,46
DB00998,DB01463,48
DB09063,DB01165,19
DB00184,DB00496,46
DB01295,DB01097,36
DB00182,DB00598,48
DB00924,DB01065,48
DB00738,DB00673,72
DB01174,DB01128,3
DB00264,DB00384,48
DB00499,DB00199,46
DB09053,DB00207,72
DB00474,DB00960,59
DB08916,DB08864,72
DB01325,DB01116,72
DB06772,DB09065,72
DB00564,DB00726,3
DB00370,DB00897,15
DB01088,DB08822,48
DB00753,DB06144,48
DB00455,DB04896,48
DB01403,DB06594,15
DB00273,DB01621,48
DB06594,DB00575,48
DB00268,DB01626,46
DB00363,DB09167,72
DB00264,DB00619,72
DB01423,DB08895,33
DB01223,DB00783,72
DB04572,DB00227,46
DB01608,DB01299,72
DB01126,DB00220,72
DB01624,DB00427,48
DB00865,DB01626,70
DB00327,DB01106,48
DB00866,DB00477,46
DB00631,DB00706,48
DB00280,DB00370,19
DB00683,DB01221,48
DB08798,DB00203,46
DB00780,DB00264,59
DB11362,DB06209,5
DB01064,DB00903,82
DB01071,DB06144,81
DB01095,DB00196,72
DB00344,DB00924,48
DB00569,DB06209,5
DB00211,DB01064,48
DB00312,DB01595,3
DB06690,DB04842,48
DB00339,DB09048,72
DB00571,DB01019,48
DB00213,DB00300,46
DB09279,DB00492,48
DB00869,DB00880,59
DB01242,DB04953,48
DB00264,DB00335,48
DB01253,DB09238,48
DB00264,DB06691,72
DB01171,DB00908,46
DB00744,DB01059,26
DB00641,DB01029,46
DB01100,DB01165,19
DB00722,DB11362,59
DB00323,DB00381,48
DB08991,DB01047,48
DB00924,DB00379,46
DB00955,DB00939,71
DB00377,DB01149,46
DB00502,DB00486,15
DB00477,DB01618,48
DB09242,DB00654,59
DB00401,DB09073,72
DB00652,DB00892,48
DB01159,DB00543,48
DB00898,DB08865,46
DB00654,DB00774,59
DB00212,DB01196,74
DB01174,DB01142,3
DB00752,DB01563,48
DB01041,DB04575,80
DB13145,DB00511,57
DB09146,DB04576,74
DB09280,DB00297,74
DB00738,DB00537,19
DB01020,DB00199,46
DB00359,DB01059,8
DB00598,DB01149,72
DB00861,DB01628,48
DB00264,DB00500,36
DB00246,DB00374,19
DB01037,DB08865,46
DB04272,DB00374,5
DB00472,DB08820,72
DB09031,DB00401,48
DB00939,DB00827,26
DB00564,DB01235,48
DB01174,DB06708,3
DB06209,DB08816,46
DB04839,DB01303,74
DB09285,DB06196,48
DB00482,DB00227,46
DB00545,DB01295,53
DB01182,DB00938,19
DB00590,DB08822,48
DB00231,DB04896,48
DB06207,DB00221,4
DB00768,DB00817,26
DB00273,DB01069,48
DB01563,DB09166,48
DB00483,DB01421,39
DB05351,DB00182,17
DB00849,DB09242,59
DB01297,DB01162,29
DB01227,DB00356,48
DB09085,DB00427,48
DB00943,DB00270,46
DB00246,DB04953,19
DB00370,DB00169,46
DB00598,DB00749,36
DB01008,DB09040,72
DB00363,DB01501,48
DB01589,DB06636,46
DB09053,DB00289,72
DB00599,DB00977,69
DB01400,DB00908,69
DB01095,DB00683,72
DB00377,DB00468,46
DB00264,DB01197,48
DB00829,DB01452,48
DB01236,DB08910,48
DB00347,DB00224,46
DB01224,DB06699,19
DB01174,DB08971,74
DB01260,DB01059,48
DB00906,DB04908,48
DB01626,DB01340,59
DB00374,DB01214,59
DB01219,DB08820,72
DB00484,DB00492,9
DB01253,DB01229,48
DB01295,DB00784,36
DB01545,DB00748,48
DB00975,DB00264,53
DB00757,DB00374,19
DB01437,DB09224,48
DB04743,DB00235,52
DB00921,DB00854,15
DB00602,DB00188,46
DB00363,DB00645,48
DB08912,DB01227,74
DB00697,DB00708,53
DB00564,DB00189,48
DB00899,DB00264,48
DB00346,DB09570,72
DB00195,DB00876,48
DB00549,DB08820,72
DB00264,DB01612,48
DB00483,DB00428,39
DB00014,DB01233,19
DB00808,DB00483,72
DB01222,DB01155,48
DB00315,DB00298,48
DB00706,DB00496,46
DB06810,DB00586,71
DB00317,DB08820,72
DB05676,DB00035,48
DB08860,DB00472,72
DB04552,DB01021,69
DB05246,DB00446,46
DB00959,DB03793,69
DB00490,DB00195,46
DB00427,DB06153,48
DB00752,DB00557,15
DB08867,DB00396,69
DB00195,DB01397,36
DB01135,DB00908,20
DB00381,DB09477,59
DB09570,DB00495,74
DB01009,DB01015,46
DB01283,DB00223,48
DB01182,DB00503,72
DB01624,DB01059,19
DB01559,DB00208,46
DB00187,DB00397,13
DB01200,DB05265,72
DB00418,DB01437,48
DB00557,DB06204,15
DB00657,DB09272,38
DB06589,DB03796,72
DB01601,DB06713,74
DB00889,DB00220,46
DB00936,DB00300,48
DB01174,DB00990,74
DB00317,DB00196,46
DB00849,DB00341,48
DB00206,DB01595,48
DB09167,DB01102,48
DB00331,DB00936,8
DB00195,DB05676,36
DB00482,DB09073,72
DB00794,DB00568,3
DB00652,DB01255,68
DB00264,DB00999,48
