d1,d2,type
DB00404,DB00934,48
DB01267,DB00757,19
DB00605,DB00936,48
DB00263,DB00398,19
DB00622,DB00857,46
DB00206,DB01614,48
DB00203,DB00257,46
DB01115,DB00281,46
DB06480,DB00440,72
DB00937,DB01246,75
DB00232,DB00384,48
DB01248,DB01155,48
DB00390,DB00521,53
DB00293,DB01078,57
DB01551,DB00296,48
DB01137,DB01242,19
DB00440,DB01167,46
DB00234,DB00227,46
DB00661,DB00727,48
DB00796,DB08991,48
DB00519,DB00936,36
DB06781,DB01137,48
DB04574,DB09070,72
DB00404,DB11586,72
DB04794,DB01427,48
DB08922,DB00834,72
DB00204,DB00246,72
DB00998,DB01175,48
DB00751,DB04868,74
DB00699,DB01242,46
DB09291,DB00705,46
DB00335,DB05676,36
DB06712,DB09112,48
DB13783,DB00429,69
DB01041,DB00734,59
DB09389,DB00224,46
DB00243,DB00400,72
DB00959,DB00436,82
DB00253,DB01072,72
DB08899,DB00869,74
DB00726,DB00619,46
DB01623,DB01609,72
DB00842,DB00899,48
DB00266,DB01406,5
DB00706,DB09054,72
DB00454,DB09225,48
DB08815,DB00224,72
DB09352,DB00585,75
DB00788,DB00398,46
DB00864,DB01167,72
DB00604,DB00472,46
DB04839,DB06292,74
DB09282,DB00883,59
DB00422,DB01235,48
DB00629,DB01170,59
DB00327,DB12532,48
DB00657,DB00866,59
DB00735,DB01708,48
DB00340,DB00333,48
DB00248,DB00625,48
DB00713,DB01032,72
DB01390,DB01098,74
DB00615,DB00593,3
DB13595,DB01416,74
DB00796,DB12598,48
DB01142,DB01066,74
DB00714,DB00187,24
DB00620,DB00827,48
DB01030,DB01078,57
DB13142,DB01427,69
DB01248,DB00322,48
DB00337,DB00861,48
DB06237,DB00866,9
DB00735,DB09449,56
DB00599,DB06288,48
DB00247,DB00207,48
DB08994,DB04743,5
DB00418,DB09225,48
DB00373,DB01143,59
DB01236,DB00647,48
DB00368,DB00668,48
DB00541,DB00338,72
DB00872,DB13874,72
DB00317,DB01403,46
DB01088,DB00335,59
DB06263,DB00945,71
DB03754,DB00391,74
DB01267,DB01154,48
DB01074,DB01264,72
DB01209,DB00747,48
DB09516,DB00390,57
DB00468,DB00571,59
DB00679,DB00458,72
DB00741,DB01252,69
DB09282,DB08932,59
DB09262,DB01319,46
DB00327,DB01095,46
DB00457,DB06403,59
DB00158,DB00208,46
DB01240,DB00187,48
DB01142,DB00289,46
DB00656,DB01037,48
DB00734,DB01264,72
DB00961,DB00612,72
DB00405,DB00909,48
DB01181,DB00745,46
DB00366,DB01017,15
DB08899,DB13158,74
DB00187,DB01102,13
DB00278,DB06414,74
DB06201,DB01624,48
DB01037,DB00956,48
DB00802,DB00606,48
DB00943,DB05812,72
DB09075,DB01037,72
DB00359,DB00685,8
DB00318,DB00834,72
DB09054,DB01092,57
DB00656,DB13872,48
DB08918,DB06595,46
DB08922,DB00661,46
DB00250,DB01612,48
DB00425,DB00321,15
DB01067,DB06700,8
DB00542,DB01050,48
DB00540,DB06605,72
DB01435,DB06786,48
DB08912,DB00946,74
DB00424,DB01591,48
DB00679,DB01037,72
DB00812,DB01260,48
DB09227,DB09286,48
DB00350,DB09242,59
DB00252,DB00604,3
DB00753,DB00678,48
DB06738,DB06770,48
DB01015,DB00544,46
DB00814,DB12332,46
DB00714,DB01144,48
DB00612,DB00983,13
DB00696,DB00623,48
DB01365,DB09128,60
DB09124,DB00974,69
DB00312,DB01023,3
DB01244,DB00333,46
DB09075,DB01259,72
DB00850,DB00612,59
DB04840,DB02638,59
DB01018,DB01348,59
DB01191,DB00224,46
DB00938,DB00343,72
DB01708,DB01325,82
DB00946,DB00682,5
DB01149,DB00539,48
DB00258,DB01023,69
DB00714,DB01156,48
DB00875,DB01036,19
DB01255,DB06724,71
DB01118,DB01264,72
DB08912,DB09389,74
DB00476,DB01209,63
DB00674,DB09291,46
DB00206,DB01440,48
DB01074,DB00619,46
DB05521,DB09118,72
DB01197,DB09291,46
DB00673,DB01154,3
DB08828,DB09073,72
DB13595,DB00959,2
DB06268,DB00208,46
DB00615,DB01132,3
DB00857,DB09090,48
DB08808,DB00337,36
DB00468,DB00321,19
DB00323,DB00754,48
DB01580,DB00660,48
DB00959,DB00999,82
DB00805,DB01403,46
DB00762,DB00227,46
DB00615,DB01244,74
DB08439,DB00177,46
DB00514,DB00758,46
DB01198,DB00619,72
DB00409,DB01567,48
DB00618,DB00364,66
DB09166,DB01621,48
DB09112,DB00571,48
DB06702,DB00844,48
DB05266,DB00945,48
DB09295,DB08976,48
DB04272,DB01397,5
DB00328,DB00752,46
DB01339,DB00813,48
DB01248,DB09094,48
DB00794,DB00481,3
DB01189,DB00422,70
DB00955,DB00390,74
DB00906,DB01254,72
DB00337,DB01708,48
DB09270,DB01087,72
DB01435,DB00176,46
DB01229,DB00338,46
DB00604,DB01124,46
DB00524,DB01144,48
DB00615,DB00690,3
DB01246,DB00440,72
DB00831,DB08918,48
DB00788,DB00774,69
DB11730,DB00843,32
DB00207,DB00714,19
DB00865,DB00885,75
DB01071,DB09065,72
DB00418,DB00945,3
DB00605,DB00873,48
DB00514,DB00205,46
DB00614,DB00490,48
DB00592,DB06697,46
DB00973,DB09291,72
DB00454,DB00695,48
DB00682,DB00215,46
DB00335,DB00788,36
DB00531,DB01155,14
DB00398,DB00851,74
DB08991,DB00324,48
DB00592,DB04878,69
DB01418,DB00176,46
DB13323,DB00450,15
DB13595,DB01708,2
DB00317,DB01242,46
DB00238,DB00203,3
DB00295,DB00468,46
DB00905,DB01180,59
DB00778,DB06717,72
DB00310,DB08932,59
DB01418,DB00210,5
DB01098,DB00813,72
DB00612,DB01240,59
DB00337,DB01167,46
DB11574,DB01232,46
DB00641,DB01016,72
DB00653,DB01133,74
DB01325,DB00491,69
DB01418,DB00682,5
DB00907,DB00227,46
DB01084,DB06698,69
DB01418,DB01196,11
DB01095,DB00976,46
DB09289,DB01583,81
DB02638,DB01180,59
DB00310,DB00572,72
DB00238,DB01098,3
DB04946,DB00818,19
DB06267,DB12332,46
DB05812,DB09063,72
DB01544,DB04896,48
DB00700,DB01214,48
DB09128,DB00582,72
DB04272,DB00744,5
DB00546,DB00213,46
DB06701,DB08893,46
DB00230,DB01544,7
DB00813,DB01193,53
DB00946,DB00266,5
DB09352,DB00405,75
DB00243,DB09291,72
DB00692,DB01214,59
DB00176,DB00660,48
DB00726,DB06153,48
DB08881,DB06204,32
DB06708,DB00227,46
DB06016,DB09330,72
DB01192,DB00208,46
DB01359,DB00184,48
DB06016,DB00715,46
DB00554,DB00467,26
DB01142,DB00938,48
DB08912,DB00700,74
DB09270,DB01764,72
DB00278,DB07615,5
DB00872,DB12483,72
DB01435,DB08971,48
DB11609,DB01017,15
DB00850,DB09104,66
DB00572,DB00940,48
DB00214,DB00542,48
DB00524,DB00332,72
DB00237,DB01198,48
DB00418,DB00350,59
DB01355,DB00985,48
DB00284,DB00685,8
DB01201,DB06712,3
DB00690,DB01355,48
DB00695,DB06263,48
DB00921,DB00813,15
DB00457,DB01240,59
DB01129,DB09063,72
DB01016,DB00487,8
DB00672,DB00914,8
DB00686,DB00261,48
DB09286,DB01113,48
DB00186,DB00418,48
DB01609,DB01008,74
DB00421,DB00594,67
DB06770,DB09074,46
DB00918,DB06595,46
DB06626,DB01264,72
DB00932,DB06702,76
DB01098,DB08815,72
DB00615,DB00349,3
DB08991,DB08964,69
DB00490,DB00150,63
DB00312,DB00721,48
DB01590,DB01086,72
DB01161,DB00341,48
DB00328,DB01044,26
DB09084,DB01155,26
DB04871,DB00298,48
DB00757,DB00503,46
DB01355,DB00359,46
DB06201,DB08872,48
DB00396,DB00177,46
DB00298,DB00423,48
DB00184,DB00661,46
DB09543,DB00443,48
DB00258,DB00232,71
DB08931,DB06228,72
DB00248,DB01261,72
DB09242,DB00629,59
DB00228,DB09345,48
DB01220,DB01153,72
DB01201,DB00239,72
DB06697,DB09080,19
DB00647,DB00774,48
DB00216,DB00338,46
DB01154,DB01069,48
DB00588,DB00999,82
DB00388,DB00752,70
DB00996,DB01355,48
DB01435,DB00313,46
DB09236,DB01143,59
DB01608,DB00844,59
DB00784,DB01241,46
DB04841,DB00440,46
DB01224,DB01142,19
DB00612,DB01435,36
DB00795,DB01130,48
DB00244,DB00399,48
DB00333,DB00619,46
DB12267,DB00582,72
DB09034,DB01221,15
DB09555,DB00254,46
DB00790,DB01340,48
DB00458,DB08883,15
DB01081,DB09128,48
DB00398,DB01232,72
DB05271,DB00582,46
DB06810,DB13167,71
DB09227,DB00899,48
DB00922,DB09286,48
DB00337,DB00310,69
DB09204,DB00752,48
DB09281,DB06701,17
DB00222,DB00227,46
DB01384,DB08909,69
DB01418,DB00554,5
DB01224,DB06595,46
DB01367,DB00188,46
DB00615,DB00608,3
DB08899,DB06770,74
DB00794,DB00753,3
DB04844,DB00653,15
DB09345,DB01142,48
DB00575,DB01612,48
DB01100,DB00976,72
DB05676,DB01088,69
DB09286,DB09292,48
DB01224,DB00653,15
DB01609,DB00925,74
DB06201,DB08987,48
DB01621,DB01017,15
DB08916,DB00845,72
DB00945,DB00884,48
DB00528,DB04861,59
DB01035,DB00529,19
DB03585,DB01155,26
DB08984,DB08964,69
DB00530,DB01685,46
DB00648,DB00398,74
DB00524,DB00657,48
DB00373,DB01104,46
DB00215,DB01274,19
DB00468,DB00540,19
DB00964,DB08941,48
DB01110,DB01167,46
DB01623,DB00647,48
DB01259,DB09048,72
DB13323,DB06153,48
DB01261,DB00584,48
DB00543,DB00519,72
DB06217,DB00349,46
DB00338,DB01238,74
DB06480,DB00773,72
DB01118,DB00323,48
DB00571,DB00966,48
DB00943,DB01264,72
DB00796,DB09084,48
DB00831,DB09017,48
DB00672,DB00491,8
DB00775,DB01240,52
DB09063,DB01233,19
DB08922,DB00503,46
DB01608,DB08938,66
DB00996,DB01351,48
DB01397,DB04743,48
DB00743,DB00502,19
DB00688,DB04743,48
DB01359,DB00938,13
DB01098,DB00080,48
DB01426,DB01012,46
DB00997,DB08976,71
DB00974,DB00870,5
DB00873,DB00779,48
DB00261,DB00714,19
DB01136,DB01407,4
DB01424,DB00608,46
DB00246,DB00503,19
DB01166,DB00775,5
DB08439,DB08906,48
DB00614,DB00938,48
DB00648,DB00608,74
DB06636,DB04855,46
DB00555,DB00835,48
DB00699,DB00668,48
DB01098,DB09063,72
DB01224,DB00420,46
DB00927,DB00745,46
DB06708,DB00450,19
DB09075,DB13783,65
DB05676,DB01319,46
DB00907,DB01202,48
DB01242,DB00187,48
DB01545,DB04896,48
DB00224,DB01251,69
DB01028,DB00349,46
DB00275,DB01023,48
DB01351,DB00727,59
DB00177,DB00625,46
DB11581,DB00285,46
DB01356,DB00409,34
DB00697,DB00696,70
DB08439,DB00705,72
DB00489,DB00706,29
DB01440,DB08883,15
DB00285,DB01072,46
DB00351,DB01078,57
DB00458,DB09071,48
DB00214,DB00606,59
DB08901,DB08881,72
DB00814,DB00846,48
DB00946,DB01017,5
DB01236,DB00797,48
DB00418,DB08918,3
DB00694,DB06196,71
DB00911,DB04868,46
DB00918,DB00472,46
DB09241,DB00692,59
DB00282,DB01421,23
DB12001,DB09291,72
DB01065,DB01149,48
DB00713,DB00479,74
DB01100,DB09198,46
DB01113,DB01612,48
DB06204,DB06413,46
DB00814,DB01208,26
DB00232,DB01115,48
DB01367,DB01240,59
DB00755,DB06636,46
DB06684,DB00091,72
DB00490,DB09074,46
DB00812,DB11921,48
DB00615,DB01183,3
DB00681,DB00187,48
DB00834,DB06290,72
DB00749,DB08918,52
DB04951,DB00808,69
DB06480,DB01045,72
DB06684,DB01623,48
DB00433,DB01611,72
DB01143,DB09279,48
DB09074,DB01396,57
DB00312,DB00717,3
DB00245,DB01209,48
DB09204,DB00749,36
DB00188,DB05521,72
DB01577,DB01267,60
DB00628,DB00334,48
DB00312,DB09049,74
DB01590,DB00912,69
DB01267,DB00674,19
DB09288,DB00905,69
DB05109,DB00205,46
DB00485,DB00798,74
DB00469,DB06739,48
DB01162,DB09090,59
DB00925,DB01020,48
DB01242,DB00610,83
DB06402,DB05039,19
DB01183,DB09073,72
DB00246,DB01149,46
DB09048,DB01101,46
DB09027,DB00440,72
DB00384,DB01136,48
DB01234,DB00672,69
DB01201,DB00243,3
DB09288,DB01137,26
DB00956,DB00281,15
DB08976,DB00710,48
DB00755,DB00758,46
DB00479,DB00688,71
DB00699,DB12332,46
DB01327,DB08880,72
DB00845,DB00619,46
DB00881,DB02638,59
DB01198,DB00737,48
DB00252,DB01260,74
DB00611,DB00937,68
DB06203,DB00246,46
DB01041,DB00715,48
DB00615,DB08905,74
DB01199,DB01551,48
DB00850,DB00549,46
DB06201,DB00408,48
DB01041,DB01609,72
DB00323,DB01104,48
DB00266,DB01022,11
DB00842,DB00904,48
DB09286,DB00755,48
DB00672,DB00521,8
DB00623,DB00540,48
DB01220,DB01232,72
DB00651,DB01489,69
DB00559,DB00790,59
DB00932,DB11586,74
DB01175,DB00710,19
DB00753,DB01113,48
DB01195,DB01233,19
DB00870,DB00443,48
DB08916,DB00215,72
DB00193,DB00831,48
DB00575,DB00903,48
DB09281,DB00596,2
DB05812,DB08933,72
DB00346,DB00503,72
DB00805,DB00780,70
DB01409,DB00907,46
DB01015,DB09244,8
DB00737,DB00794,48
DB01229,DB08905,48
DB00673,DB06736,3
DB00268,DB08808,24
DB00863,DB06616,74
DB01396,DB00146,81
DB01384,DB09073,72
DB01410,DB01226,21
DB01356,DB09042,63
DB00561,DB00780,70
DB00214,DB00797,59
DB00794,DB00567,3
DB06595,DB05521,46
DB01600,DB00846,48
DB00359,DB01259,46
DB09128,DB00243,72
DB08905,DB01400,48
DB08899,DB01126,74
DB06654,DB01264,46
DB00247,DB08882,48
DB00275,DB01324,59
DB00316,DB00458,46
DB09049,DB01110,72
DB00622,DB06702,76
DB00865,DB01288,48
DB00570,DB00705,46
DB00309,DB01026,72
DB00390,DB00337,72
DB08439,DB00180,48
DB01220,DB01016,72
DB01074,DB01104,46
DB08932,DB01149,72
DB00679,DB08899,72
DB09123,DB11268,69
DB08918,DB00176,46
DB01036,DB01199,48
DB06203,DB00945,8
DB00418,DB00436,29
DB00866,DB00788,36
DB00468,DB06695,76
DB00540,DB00673,72
DB00841,DB00289,70
DB00177,DB00661,48
DB00350,DB00524,48
DB00234,DB00254,46
DB01624,DB01151,19
DB01075,DB01154,48
DB01030,DB08901,72
DB00892,DB00543,48
DB00363,DB00653,15
DB01275,DB06196,36
DB06148,DB00907,46
DB01576,DB08938,71
DB01396,DB00211,53
DB01339,DB09093,20
DB00349,DB00967,48
DB01261,DB12332,46
DB09270,DB01149,72
DB00559,DB06739,74
DB00753,DB00343,48
DB06725,DB08906,48
DB00391,DB01591,1
DB00531,DB00705,46
DB01412,DB00277,46
DB00268,DB08941,48
DB05265,DB01092,57
DB00186,DB00543,48
DB06267,DB06290,72
DB00943,DB01685,46
DB01282,DB06712,48
DB00222,DB09198,46
DB00961,DB00980,48
DB01320,DB00525,74
DB00614,DB00519,59
DB08808,DB05039,13
DB01024,DB00903,28
DB01144,DB06292,48
DB00648,DB01624,74
DB00843,DB01156,46
DB00514,DB01072,46
DB01136,DB00625,72
DB01037,DB00875,48
DB01226,DB09230,20
DB01356,DB04841,48
DB00528,DB09048,72
DB00211,DB01288,48
DB00261,DB00622,19
DB00813,DB00341,48
DB00780,DB01156,48
DB04743,DB00695,28
DB00363,DB05271,31
DB00287,DB01240,59
DB01364,DB00248,70
DB01197,DB00907,46
DB08439,DB00884,48
DB01197,DB00744,48
DB01357,DB05812,46
DB01035,DB00983,19
DB01175,DB01192,63
DB00850,DB09118,72
DB04839,DB00222,69
DB03585,DB07615,48
DB00408,DB09286,48
DB01600,DB08819,69
DB00185,DB08933,72
DB00794,DB05381,3
DB00892,DB00252,48
DB00390,DB00550,72
DB06263,DB00573,71
DB05521,DB00367,74
DB05039,DB08905,82
DB05109,DB00752,46
DB01418,DB09543,5
DB00813,DB00866,53
DB09054,DB01078,57
DB09204,DB01158,48
DB01435,DB00394,48
DB00458,DB01583,81
DB00774,DB01115,48
DB00812,DB00959,48
DB09082,DB09073,72
DB00337,DB01380,48
DB01189,DB00950,48
DB00788,DB00808,69
DB12598,DB00436,69
DB00757,DB01242,19
DB01175,DB06595,46
DB06196,DB01032,72
DB00502,DB00458,19
DB00266,DB00578,5
DB01618,DB01219,48
DB00563,DB00448,72
DB00540,DB00205,46
DB00906,DB09063,72
DB00408,DB00413,31
DB01411,DB05521,72
DB00321,DB01167,46
DB00338,DB00176,46
DB00537,DB09080,19
DB00559,DB09123,74
DB04841,DB00205,46
DB00238,DB00593,3
DB06288,DB01142,48
DB00852,DB01619,75
DB00594,DB00210,36
DB01545,DB08883,15
DB01120,DB00176,46
DB01045,DB01100,3
DB08875,DB00322,46
DB00946,DB08797,5
DB01100,DB00263,72
DB01233,DB01267,48
DB00692,DB00268,48
DB00418,DB00203,3
DB01224,DB00801,48
DB09295,DB00608,48
DB01221,DB01242,48
DB00866,DB00857,46
DB00784,DB00288,48
DB01197,DB00176,46
DB00820,DB09074,46
DB01173,DB09072,15
DB00318,DB00780,48
DB08907,DB01104,8
DB01580,DB00706,29
DB00980,DB04841,48
DB01045,DB01097,76
DB09288,DB01260,48
DB01118,DB00727,48
DB06737,DB12332,46
DB00335,DB00966,48
DB00324,DB01319,46
DB01339,DB01591,48
DB00436,DB04861,48
DB00946,DB00500,5
DB00216,DB01167,72
DB00358,DB00819,69
DB00328,DB01324,69
DB00734,DB00831,48
DB00323,DB01162,48
DB00571,DB00289,46
DB00182,DB01026,46
DB00934,DB09291,46
DB00960,DB00472,46
DB09048,DB05812,72
DB06738,DB09330,72
DB01609,DB06616,74
DB01320,DB04743,72
DB02709,DB01046,69
DB00615,DB01103,3
DB08881,DB00309,74
DB00238,DB00175,3
DB01355,DB09073,72
DB06700,DB00976,46
DB01088,DB00542,59
DB00805,DB01408,48
DB00266,DB08976,5
DB09280,DB00959,74
DB06267,DB00881,9
DB09279,DB00091,72
DB00409,DB09071,48
DB00821,DB04743,48
DB09104,DB01410,2
DB00319,DB00428,74
DB01349,DB00328,48
DB00794,DB09074,74
DB01592,DB00968,74
DB00899,DB00697,48
DB12161,DB00458,46
DB00232,DB01337,72
DB00661,DB00246,46
DB09031,DB00230,48
DB01244,DB00224,46
DB00312,DB06789,3
DB06154,DB09212,5
DB00425,DB00338,46
DB01214,DB01097,36
DB00608,DB06781,48
DB01221,DB01151,48
DB09286,DB00881,48
DB00688,DB00936,48
DB01232,DB12001,48
DB00678,DB00169,46
DB00484,DB08807,24
DB00371,DB01068,48
DB06786,DB00887,82
DB09279,DB00436,48
DB00688,DB00180,48
DB01209,DB01114,48
DB09218,DB01325,69
DB00178,DB08880,48
DB01578,DB06196,71
DB00333,DB09048,72
DB09280,DB00947,3
DB06723,DB00227,74
DB00618,DB01053,69
DB00794,DB12332,3
DB06704,DB01078,57
DB01013,DB06412,73
DB01035,DB00169,46
DB00974,DB00936,5
DB04855,DB01167,72
DB00997,DB00795,71
DB00356,DB00254,46
DB01220,DB00531,72
DB00918,DB01623,48
DB00794,DB01149,3
DB01221,DB01440,48
DB01229,DB00530,48
DB00946,DB00622,46
DB00182,DB00796,59
DB01421,DB01024,71
DB00312,DB01142,3
DB00864,DB00976,72
DB00794,DB00232,29
DB01408,DB00903,82
DB08881,DB00820,74
DB06711,DB04861,24
DB00732,DB09235,20
DB00834,DB09065,72
DB00773,DB09120,46
DB01319,DB06717,72
DB09076,DB01012,46
DB01234,DB00619,74
DB08931,DB01263,46
DB06216,DB00721,48
DB00323,DB01320,48
DB06203,DB01014,8
DB06217,DB01026,46
DB01020,DB08931,59
DB00313,DB06413,46
DB04841,DB00333,46
DB09093,DB13595,66
DB09280,DB01319,3
DB00608,DB00715,46
DB08918,DB00983,84
DB00963,DB00779,26
DB00872,DB00549,72
DB01622,DB00571,59
DB00737,DB00653,15
DB01024,DB01240,69
DB01015,DB09543,8
DB00388,DB01193,48
DB08899,DB00296,74
DB00699,DB01071,48
DB01226,DB04841,20
DB00864,DB01153,46
DB09224,DB12532,48
DB00682,DB08971,5
DB01320,DB05381,3
DB01452,DB08872,48
DB00838,DB00624,73
DB01045,DB00788,3
DB00216,DB09118,72
DB01104,DB01583,69
DB00997,DB09073,72
DB01087,DB00208,46
DB01028,DB00398,46
DB00812,DB04865,48
DB00320,DB12598,72
DB00228,DB00298,48
DB01236,DB09543,48
DB00892,DB01154,48
DB00850,DB00334,48
DB00539,DB00203,46
DB01351,DB13025,48
DB01143,DB00232,48
DB01357,DB00203,46
DB09288,DB09449,56
DB00734,DB06704,69
DB01010,DB01078,24
DB00798,DB00554,71
DB00325,DB00612,48
DB01171,DB00612,59
DB01085,DB01076,48
DB01095,DB13139,72
DB00461,DB00201,46
DB00187,DB01340,48
DB00210,DB00936,48
DB02709,DB00774,69
DB00956,DB01319,72
DB00752,DB08918,48
DB08875,DB01254,72
DB00337,DB08895,48
DB03756,DB00678,46
DB01028,DB00281,46
DB09034,DB01104,48
DB09236,DB01095,48
DB01244,DB01095,48
DB00541,DB00637,72
DB01238,DB00976,72
DB01203,DB01324,59
DB00169,DB08933,72
DB01030,DB00472,72
DB06695,DB08991,5
DB01037,DB00343,46
DB01193,DB05676,36
DB00542,DB08976,48
DB01173,DB00611,15
DB01008,DB01149,46
DB11093,DB00524,71
DB01245,DB00512,20
DB00268,DB00876,48
DB00751,DB00289,46
DB00744,DB00678,46
DB00637,DB01403,46
DB01041,DB01452,15
DB06237,DB00582,72
DB01220,DB09123,74
DB00987,DB06290,72
DB00722,DB00797,59
DB00713,DB01421,74
DB05271,DB09074,46
DB09075,DB08954,5
DB01186,DB06712,48
DB00797,DB01235,29
DB01403,DB11148,15
DB00921,DB00892,15
DB00294,DB00208,46
DB00325,DB00742,48
DB00420,DB08868,19
DB00647,DB01219,48
DB00800,DB01041,48
DB09049,DB00398,72
DB01186,DB08882,48
DB00990,DB00705,46
DB00454,DB00899,48
DB00544,DB09198,46
DB00247,DB00531,48
DB00875,DB00358,19
DB00706,DB01235,29
DB00611,DB00470,15
DB00186,DB01018,48
DB00866,DB01274,13
DB00193,DB00696,48
DB00802,DB01621,48
DB00350,DB01197,48
DB09146,DB01142,66
DB00686,DB01600,5
DB00925,DB00975,48
DB00987,DB00227,46
DB11574,DB00661,46
DB01260,DB08909,69
DB00457,DB01102,4
DB00295,DB00246,46
DB00223,DB00358,48
DB09027,DB00570,72
DB00418,DB08872,48
DB00400,DB01115,48
DB00206,DB00964,48
DB01324,DB01036,72
DB00334,DB01238,48
DB09270,DB00819,72
DB00189,DB06288,48
DB00227,DB00722,72
DB01577,DB01069,75
DB00245,DB01151,46
DB00682,DB08814,5
DB00591,DB01155,48
DB01250,DB00688,56
DB00468,DB00968,59
DB00540,DB04841,48
DB08824,DB00490,44
DB00484,DB00226,9
DB00804,DB00802,48
DB01624,DB00207,19
DB00332,DB00679,46
DB01435,DB00285,46
DB00963,DB06826,69
DB01267,DB00189,48
DB09241,DB00540,63
DB01359,DB00735,36
DB00997,DB08881,72
DB00628,DB13323,48
DB01410,DB01357,72
DB08918,DB09042,63
DB00806,DB00206,59
DB08881,DB01196,74
DB00922,DB00679,48
DB09289,DB09245,48
DB00865,DB00501,75
DB01410,DB01400,48
DB06738,DB00241,48
DB01242,DB00968,48
DB09095,DB09269,69
DB04868,DB02703,72
DB01166,DB00343,72
DB00332,DB11315,48
DB00865,DB01151,36
DB06700,DB00484,84
DB08893,DB06636,46
DB06770,DB00188,46
DB00680,DB00333,59
DB00321,DB00951,46
DB00543,DB08897,69
DB00227,DB01393,47
DB09342,DB00747,48
DB04846,DB01407,13
DB00318,DB04844,48
DB00968,DB00734,59
DB01621,DB08882,69
DB06209,DB01095,46
DB13139,DB06702,76
DB07615,DB01296,52
DB00814,DB00695,28
DB01263,DB00230,48
DB00485,DB01032,72
DB00180,DB08933,72
DB00363,DB01239,48
DB00531,DB00894,14
DB00391,DB01178,48
DB00656,DB09063,72
DB00872,DB00257,46
DB01580,DB04861,59
DB00177,DB07615,48
DB08912,DB06228,74
DB01618,DB05246,48
DB00694,DB00246,46
DB01067,DB01095,46
DB06016,DB01403,46
DB00248,DB08933,72
DB11737,DB01232,46
DB00844,DB01236,48
DB03756,DB01026,46
DB01075,DB00405,48
DB00458,DB00366,15
DB00852,DB00238,46
DB01114,DB09074,46
DB13874,DB00501,46
DB08987,DB01068,48
DB01409,DB05812,72
DB00237,DB00341,48
DB00312,DB00091,3
DB06288,DB01080,48
DB00238,DB01248,3
DB00713,DB06810,74
DB00850,DB00268,31
DB00333,DB01097,46
DB01171,DB00298,48
DB00648,DB00317,74
DB00865,DB13025,60
DB09280,DB00451,3
DB00714,DB00575,48
DB00385,DB00784,71
DB00266,DB00344,5
DB01418,DB09320,5
DB00344,DB00519,72
DB00327,DB01621,48
DB01186,DB00625,48
DB00838,DB00655,72
DB00613,DB00313,72
DB01045,DB00846,74
DB04552,DB00324,48
DB00189,DB00450,15
DB00498,DB09008,5
DB00897,DB01080,48
DB01201,DB00153,3
DB00298,DB00752,48
DB00872,DB11614,72
DB00980,DB01319,46
DB00321,DB00950,48
DB09286,DB00542,48
DB00904,DB00208,46
DB00943,DB00472,46
DB01355,DB00780,59
DB01120,DB00091,46
DB01192,DB01618,48
DB06695,DB13783,65
DB00228,DB01161,48
DB01708,DB00257,46
DB00918,DB09120,46
DB01590,DB01124,69
DB00684,DB09084,71
DB01551,DB00243,46
DB00974,DB09543,5
DB01355,DB00243,46
DB00091,DB09238,48
DB09227,DB09038,48
DB11619,DB04898,69
DB00258,DB00436,71
DB06738,DB00588,48
DB01169,DB00232,48
DB08872,DB00472,48
DB01098,DB06595,46
DB00323,DB08872,48
DB00612,DB06218,24
DB00867,DB00808,82
DB00373,DB06739,36
DB01151,DB00584,72
DB00875,DB00503,19
DB01623,DB09166,48
DB06695,DB00870,5
DB06810,DB00529,56
DB13142,DB00622,69
DB09214,DB04951,48
DB01156,DB01072,46
DB00215,DB01583,69
DB00468,DB00582,46
DB01214,DB00411,48
DB00613,DB00169,72
DB00292,DB00484,15
DB00545,DB00187,53
DB01240,DB00398,46
DB00502,DB00807,48
DB00321,DB00673,72
DB00327,DB00599,48
DB01132,DB09241,8
DB00327,DB00726,48
DB09236,DB00742,48
DB09204,DB00883,48
DB00191,DB09281,71
DB00619,DB08881,72
DB01147,DB00684,74
DB08899,DB08932,74
DB04865,DB00390,57
DB01024,DB09281,66
DB09212,DB00764,48
DB04552,DB00827,26
DB09104,DB00223,2
DB12532,DB00366,15
DB00967,DB08872,48
DB08918,DB06636,46
DB00356,DB09074,46
DB00294,DB09063,72
DB01158,DB09038,48
DB00841,DB01288,48
DB00570,DB01264,72
DB00418,DB00818,3
DB04951,DB09120,72
DB01418,DB06414,46
DB09343,DB06713,69
DB00864,DB09048,72
DB00567,DB08933,72
DB00706,DB01113,48
DB08901,DB05812,72
DB09342,DB01175,48
DB04946,DB00398,19
DB00390,DB00202,81
DB00898,DB00091,46
DB01577,DB01622,60
DB00589,DB00624,48
DB00637,DB12332,46
DB00936,DB01015,46
DB06708,DB00208,46
DB01169,DB01247,48
DB01138,DB02703,72
DB00216,DB00850,48
DB08828,DB00976,46
DB00801,DB01104,48
DB00353,DB00489,18
DB08881,DB06654,74
DB00842,DB00844,48
DB01558,DB06770,48
DB06684,DB13025,48
DB01250,DB00812,56
DB06737,DB00655,48
DB08901,DB00176,46
DB00780,DB00296,48
DB04855,DB00752,46
DB06813,DB00554,72
DB00612,DB01203,48
DB06712,DB02703,72
DB01244,DB00169,46
DB00578,DB03615,74
DB00468,DB00250,48
DB00925,DB00706,48
DB00547,DB01137,48
DB00967,DB01142,48
DB01351,DB00866,74
DB04846,DB09288,36
